Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
15.09.2025 00:05:22;0,000274;0,02482;0,442373;0;0,466463;0;52,299999;-8,9
15.09.2025 00:10:24;0,000728;0,025465;0,378337;0;0,402711;0;52,299999;-7
15.09.2025 00:15:26;0,00723;0,029103;0,381247;0;0,403438;0;52,299999;-8,5
15.09.2025 00:20:28;0,003274;0,025465;0,421991;0;0,444182;0;52,299999;-8,2
15.09.2025 00:25:31;0,000861;0,026831;0,407546;0;0,432201;0;52,299999;-8,3
15.09.2025 00:30:33;0,000364;0,023282;0,395799;0;0,420172;0;52,299999;-7,7
15.09.2025 00:35:34;0,002783;0,02701;0,405874;0;0,429963;0;52,200001;-9,2
15.09.2025 00:40:34;0,000275;0,0271;0,410156;0;0,436523;0;52,299999;-7,2
15.09.2025 00:45:36;0,003638;0,021827;0,3536;0;0,37288;0;52,299999;-7,2
15.09.2025 00:50:38;0,001273;0,028375;0,315038;0;0,341595;0;52,299999;-5,6
15.09.2025 00:55:40;0,008185;0,027648;0,292484;0;0,311401;0;52,299999;-8,4
15.09.2025 01:00:42;0,002592;0,037106;0,38052;0;0,416171;0;52,299999;-8
15.09.2025 01:05:45;0,001405;0,031907;0,387241;0;0,417335;0;52,299999;-8
15.09.2025 01:10:47;0,006912;0,02401;0,402347;0;0,419445;0;52,299999;-7,7
15.09.2025 01:15:48;0,004745;0,02044;0,400034;0;0,415364;0;52,200001;-7,8
15.09.2025 01:20:50;0,005912;0,040744;0,358693;0;0,393616;0;52,299999;-6,9
15.09.2025 01:25:52;0,000136;0,027648;0,336866;0;0,364149;0;52,299999;-7
15.09.2025 01:30:54;0,000955;0,027648;0,328862;0;0,35651;0;52,299999;-6,7
15.09.2025 01:35:57;0,001269;0,025381;0,320525;0;0,343368;0;52,299999;-5,6
15.09.2025 01:40:59;0,01346;0,032013;0,466373;0;0,48529;0;52,200001;-9,9
15.09.2025 01:46:00;0,003832;0,02482;0,497122;0;0,517927;0;52,200001;-9,8
15.09.2025 01:51:01;0,002966;0,02555;0,478143;0;0,500772;0;52,200001;-9,6
15.09.2025 01:56:02;0,001642;0,02336;0,473763;0;0,495297;0;52,200001;-9,5
15.09.2025 02:01:05;0,002629;0,023931;0,474261;0;0,495654;0;52,200001;-10,3
15.09.2025 02:06:06;0,000274;0,02993;0,437993;0;0,468288;0;52,200001;-7
15.09.2025 02:11:07;0,000182;0,02628;0,342365;0;0,367549;0;52,200001;-7
15.09.2025 02:16:08;0,000046;0,0292;0,309515;0;0,338715;0;52,299999;-5,6
15.09.2025 02:21:10;0,005684;0,019644;0,285936;0;0,299396;0;52,200001;-25,1
15.09.2025 02:26:12;0,000227;0,028375;0,397982;0;0,426721;0;52,200001;-8,2
15.09.2025 02:31:14;0,000182;0,025465;0,389251;0;0,415807;0;52,200001;-7,8
15.09.2025 02:36:14;0,002609;0,025635;0,389648;0;0,411621;0;52,200001;-7,9
