Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
28.07.2025 00:06:28;0;0,025732;0,289349;0;0,315036;0;53;-5,8
28.07.2025 00:11:30;0,001219;0,055568;0,243555;0;0,297895;0;53;-5,6
28.07.2025 00:16:33;0,005418;0,035987;0,271123;0;0,301671;0;53;-5,7
28.07.2025 00:21:35;0,004998;0,022918;0,260198;0;0,27816;0;53;-4,3
28.07.2025 00:26:37;0,009032;0,031558;0,221273;0;0,243645;0;53;-6,1
28.07.2025 00:31:38;0,002509;0,019253;0,236334;0;0,253124;0;53;-4,8
28.07.2025 00:36:41;0,000217;0,024112;0,212203;0;0,236134;0,000181;53;-3,8
28.07.2025 00:41:42;0,006494;0,029108;0,296649;0;0,319279;0;53;-6
28.07.2025 00:46:44;0,001184;0,024192;0,294575;0;0,317448;0;53;-5,8
28.07.2025 00:51:47;0,00363;0,021846;0,29451;0;0,312684;0;53;-5,6
28.07.2025 00:56:48;0,00307;0,029017;0,328221;0;0,354227;0;53;-6,9
28.07.2025 01:01:50;0;0,027193;0,324497;0;0,351644;0;53;-4,4
28.07.2025 01:06:52;0,000766;0,023009;0,211723;0;0,234005;0;53;-4,4
28.07.2025 01:11:55;0,000558;0,021664;0,183831;0;0,204951;0;53;-3,7
28.07.2025 01:16:56;0,003798;0,029291;0,250295;0;0,275753;0;53;-5,3
28.07.2025 01:21:57;0,005786;0,028835;0,332145;0;0,355185;0;52,900002;-7,6
28.07.2025 01:26:59;0;0,028648;0,361239;0;0,389887;0;53;-7,3
28.07.2025 01:32:01;0;0,025556;0,352417;0;0,377973;0;52,900002;-7
28.07.2025 01:37:03;0,001278;0,022737;0,290574;0;0,312083;0;53;-6
28.07.2025 01:42:04;0;0,023907;0,281593;0;0,3055;0;53;-5,6
28.07.2025 01:47:06;0,002004;0,021827;0,25847;0;0,278342;0;53;-3,7
28.07.2025 01:52:08;0,000011;0,024465;0,170615;0;0,194944;0;53;-3,6
28.07.2025 01:57:09;0,000268;0,026645;0,169357;0;0,195774;0;53;-3,7
28.07.2025 02:02:11;0,002356;0,026193;0,198718;0;0,2225;0;53;-4,8
28.07.2025 02:07:13;0,005009;0,028284;0,305398;0;0,328726;0;52,900002;-7,4
28.07.2025 02:12:14;0,000093;0,02701;0,351398;0;0,378271;0;52,900002;-7
28.07.2025 02:17:15;0,00141;0,032941;0,337163;0;0,368781;0;52,900002;-7
28.07.2025 02:22:16;0,000044;0,026827;0,344828;0;0,371564;0;52,900002;-7
28.07.2025 02:27:18;0;0,026193;0,345324;0;0,371471;0;52,900002;-7
28.07.2025 02:32:20;0,00001;0,029012;0,251285;0;0,280206;0;53;-3,4
28.07.2025 02:37:21;0,013047;0,028926;0,156674;0;0,172597;0;53;-3,5
28.07.2025 02:42:23;0,003474;0,024737;0,158883;0;0,180165;0;53;-1,3
28.07.2025 02:47:22;0,003452;0,026639;0,156528;0;0,17963;0;53;-3,6
