Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
04.08.2025 00:09:28;0,005002;0,015461;0,242463;0;0,253013;0;53;-4,7
04.08.2025 00:14:30;0;0,021463;0,22391;0;0,245464;0;53;-4,6
04.08.2025 00:19:32;0,010652;0,022555;0,268656;0;0,280297;0;53;-7,5
04.08.2025 00:24:35;0,000391;0,030276;0,299133;0;0,328955;0;53;-6,1
04.08.2025 00:29:37;0,000017;0,024374;0,290119;0;0,314493;0;53;-5,9
04.08.2025 00:34:38;0;0,019162;0,279038;0;0,298474;0;53;-5,6
04.08.2025 00:39:40;0,000779;0,019099;0,27775;0;0,295667;0;53;-5,6
04.08.2025 00:44:43;0,004498;0,022843;0,185281;0;0,203773;0;53;-3,7
04.08.2025 00:49:44;0,014126;0,028105;0,266993;0;0,280954;0;53;-5,4
04.08.2025 00:54:47;0,005631;0,024656;0,265956;0;0,284811;0;53;-3,4
04.08.2025 00:59:48;0,008515;0,027375;0,320465;0;0,339536;0;52,900002;-7,5
04.08.2025 01:04:50;0,0135;0,0211;0,429813;0;0,43727;0;52,900002;-8,4
04.08.2025 01:09:53;0,000493;0,038071;0,397212;0;0,43483;0;52,900002;-8,2
04.08.2025 01:14:54;0,000143;0,03066;0,339627;0;0,370195;0;52,900002;-5,5
04.08.2025 01:19:57;0,002113;0,031726;0,274296;0;0,303846;0;52,900002;-5,4
04.08.2025 01:24:56;0,006051;0,024251;0,201906;0;0,220002;0;53;-5,3
04.08.2025 01:29:58;0,008742;0,026193;0,156792;0;0,174344;0;53;-3
04.08.2025 01:35:00;0,007463;0,0231;0,154791;0;0,170525;0;53;-3,4
04.08.2025 01:40:02;0,011573;0,025647;0,211905;0;0,225729;0;53;-5,8
04.08.2025 01:45:05;0,000136;0,022299;0,291518;0;0,313817;0;52,900002;-6
04.08.2025 01:50:07;0,000193;0,02983;0,272657;0;0,302033;0;52,900002;-5,2
04.08.2025 01:55:09;0,003877;0,031831;0,266655;0;0,294666;0;53;-5,8
04.08.2025 02:00:11;0,000648;0,020008;0,275386;0;0,294939;0,000364;53;-5,5
04.08.2025 02:05:12;0;0,022447;0,192352;0;0,214617;0;53;-3,6
04.08.2025 02:10:14;0,003621;0,018189;0,221;0;0,235824;0;53;-4,6
04.08.2025 02:15:16;0,000176;0,020918;0,22482;0;0,245464;0;53;-4,6
04.08.2025 02:20:19;0,00694;0,029551;0,289887;0;0,312458;0;52,900002;-7
04.08.2025 02:25:21;0,000603;0,022191;0,345596;0;0,366969;0;52,900002;-6,9
04.08.2025 02:30:23;0,000028;0,022009;0,342686;0;0,364695;0;52,900002;-7
04.08.2025 02:35:25;0,000102;0,028557;0,33632;0;0,364968;0;52,900002;-6,9
04.08.2025 02:40:26;0;0,023177;0,314078;0;0,337255;0;52,900002;-4,3
04.08.2025 02:45:29;0,005274;0,030095;0,176035;0;0,200781;0;52,900002;-5,5
04.08.2025 02:50:31;0;0,019281;0,268838;0;0,288027;0;52,900002;-5,4
04.08.2025 02:55:33;0,000034;0,026374;0,252285;0;0,278478;0;53;-5,3
04.08.2025 03:00:35;0,005872;0,02692;0,3536;0;0,37479;0;52,900002;-7,5
04.08.2025 03:05:37;0,000006;0,027648;0,368879;0;0,396526;0;52,900002;-7,5
04.08.2025 03:10:38;0,000114;0,02555;0,366819;0;0,392004;0;52,900002;-6,3
04.08.2025 03:15:41;0;0,019217;0,291881;0;0,31137;0;52,900002;-5,4
04.08.2025 03:20:42;0,002133;0,014965;0,271556;0;0,284239;0;52,900002;-5,3
04.08.2025 03:25:44;0,003837;0,024919;0,163885;0;0,184985;0;53;-3,4
04.08.2025 03:30:47;0,000969;0,022299;0,156818;0;0,178211;0;53;-3,4
04.08.2025 03:35:49;0,003416;0,03074;0,206085;0;0,233641;0;53;-4
04.08.2025 03:40:51;0,00785;0,026011;0,276295;0;0,294303;0;52,900002;-6,9
04.08.2025 03:45:53;0,005462;0,018735;0,331591;0;0,344687;0;52,900002;-6,6
04.08.2025 03:50:55;0,000136;0,02019;0,269201;0;0,289392;0;52,900002;-5,3
04.08.2025 03:55:57;0,002518;0,025283;0,262108;0;0,284844;0;52,900002;-5,3
04.08.2025 04:00:58;0,001021;0,030295;0,244729;0;0,273837;0;52,900002;-3,4
04.08.2025 04:06:01;0,006453;0,022299;0,157181;0;0,172862;0;52,900002;-3,4
04.08.2025 04:11:02;0,004049;0,027557;0,14545;0;0,168992;0;53;-3,1
04.08.2025 04:16:05;0,002181;0,02103;0,160263;0;0,179389;0;53;-3,7
04.08.2025 04:21:06;0,010419;0,037229;0,229581;0;0,256043;0;52,900002;-5,5
04.08.2025 04:26:09;0,005688;0,026469;0,296595;0;0,317625;0;52,900002;-6,9
04.08.2025 04:31:11;0,00503;0,031649;0,33341;0;0,360148;0;52,900002;-6,8
04.08.2025 04:36:13;0,006486;0,021463;0,331954;0;0,346688;0;52,799999;-6,7
04.08.2025 04:41:15;0,003018;0,019463;0,285208;0;0,301669;0;52,900002;-4,2
04.08.2025 04:46:16;0,006313;0,026645;0,274658;0;0,295098;0;52,799999;-7
04.08.2025 04:51:19;0,007881;0,017404;0,280097;0;0,289615;0,000363;52,900002;-5
04.08.2025 04:56:21;0,008037;0,029649;0,254832;0;0,276204;0;52,799999;-7,6
04.08.2025 05:01:23;0,000364;0,024919;0,359784;0;0,384249;0;52,799999;-7,1
04.08.2025 05:06:25;0,003462;0,026556;0,358875;0;0,381975;0;52,799999;-7,3
04.08.2025 05:11:26;0,000205;0,031572;0,292908;0;0,324389;0;52,799999;-5
04.08.2025 05:16:29;0,002;0,025744;0,292969;0;0,316809;0;52,799999;-6,6
04.08.2025 05:21:31;0,000125;0,025829;0,287936;0;0,313674;0;52,799999;-4,3
04.08.2025 05:26:33;0;0,018553;0,203356;0;0,221727;0;52,799999;-4,2
04.08.2025 05:31:35;0,000028;0,019463;0,187532;0;0,207085;0;52,799999;-3,6
04.08.2025 05:36:36;0,004158;0,024455;0,433066;0;0,453232;0;52,400002;-31,4
04.08.2025 05:41:39;0,031222;0,042241;1,93421;0;1,945269;0;51,799999;-73,300003
04.08.2025 05:46:41;0,001279;0,058751;2,870269;0;2,927565;0;51,900002;-49,400002
04.08.2025 05:51:43;0;0,052567;2,231643;0;2,284483;0;51,900002;-37,900002
04.08.2025 05:56:45;0;0,044382;1,714886;0;1,759177;0;52;-31
04.08.2025 06:01:46;0;0,039784;1,365626;0;1,405593;0;52;-26,200001
04.08.2025 06:06:49;0;0,035715;1,269773;0;1,293522;0,011965;52,099998;-23
04.08.2025 06:11:51;0;0,031467;1,213589;0;1,213862;0,030922;52,099998;-22,4
04.08.2025 06:16:53;0,005286;0,034742;1,255424;0;1,237599;0,047292;52;-25,200001
04.08.2025 06:21:55;0,000284;0,036197;1,371654;0;1,343279;0,06439;52;-26,1
04.08.2025 06:26:56;0,002595;0,040332;1,42001;0;1,428314;0,0292;51,900002;-29,1
04.08.2025 06:31:59;0,000023;0,048405;1,424234;0;1,451247;0,021393;52,099998;-8,4
04.08.2025 06:36:59;0,001144;0,023071;0,40686;0;0,408142;0,020508;52,299999;-7,3
04.08.2025 06:42:00;0,000228;0,02336;0,299843;0;0,304496;0,018615;52,299999;-5,6
04.08.2025 06:47:02;0,003666;0,02983;0,432905;0;0,432268;0,02692;52,299999;-8,2
04.08.2025 06:52:04;0,000483;0,022737;0,427448;0;0,411987;0,03747;52,299999;-7,7
04.08.2025 06:57:05;0,012421;0,036499;0,48818;0;0,457155;0,055114;52,299999;-9,9
04.08.2025 07:02:08;0,000028;0,024474;0,523029;0;0,481966;0,065628;52,299999;-8,4
04.08.2025 07:07:09;0,000125;0,028287;0,45971;0;0,401311;0,086869;52,299999;-4,3
04.08.2025 07:12:11;0,009726;0,028739;0,952755;0;0,840254;0,13169;52;-22
04.08.2025 07:17:14;0,015738;0,025925;0,530643;0;0,388873;0,151561;52,299999;-4,2
04.08.2025 07:22:16;0,051726;0,02401;0,35942;0;0,213087;0,11823;52,299999;-1
04.08.2025 07:27:18;0,022265;0,032195;0,77068;0;0,693012;0,087672;52,299999;-6
04.08.2025 07:32:19;0,000011;0,020805;0,363534;0;0,274384;0,110228;52,299999;-4,5
04.08.2025 07:37:21;0,023146;0,030012;0,511119;0;0,368242;0,14988;51,900002;-40,299999
04.08.2025 07:42:22;0,017702;0,062779;1,952719;0;1,788381;0,209142;52,099998;-2,5
04.08.2025 07:47:23;0,02332;0,013322;0,326122;0;0,073546;0,242721;52,400002;0
04.08.2025 07:52:26;0,013858;0,006164;0,288436;0;0;0,280641;52,400002;0
04.08.2025 07:57:28;0,000142;0,062753;0,272294;0,000182;0;0,335047;52,400002;0
04.08.2025 08:02:30;0,003206;0,028921;0,243918;0,120231;0;0,389978;52,5;3,1
04.08.2025 08:07:29;0,012797;0,03803;0,770145;0,095901;0,422919;0,468848;52,200001;-18,1
04.08.2025 08:12:32;0,002464;0,03789;0,578323;0,130803;0,285083;0,458308;52,5;3,8
04.08.2025 08:17:34;0,008032;0,086945;0,307763;0,028284;0,003911;0,411078;52,5;0
04.08.2025 08:22:35;0;0,102198;0,29674;0;0;0,398574;52,5;0
04.08.2025 08:27:38;0;0,05892;0,300764;0;0;0,359684;52,5;0
04.08.2025 08:32:40;0,009402;0,033468;0,439089;0;0,020827;0,442363;52,5;0
04.08.2025 08:37:41;0,008828;0,044347;0,971615;0,029565;0,41217;0,62487;52,400002;3
04.08.2025 08:42:43;0,006497;0,024374;0,449639;0,168797;0,003365;0,632987;52,5;0
04.08.2025 08:47:46;0;0,104243;0,489309;0,000091;0;0,593914;52,5;0
04.08.2025 08:52:47;0,012592;0,022995;0,571216;0;0,069075;0,512452;52,5;0
04.08.2025 08:57:49;0,003473;0,045109;0,554773;0;0,000091;0,596245;52,5;0
04.08.2025 09:02:52;0,002793;0,062183;0,553486;0,051487;0;0,664256;52,5;0
04.08.2025 09:07:54;0,001216;0,054568;0,484199;0,026102;0;0,563504;52,5;1
04.08.2025 09:12:56;0,007963;0,045837;0,395617;0,017553;0;0,451458;52,5;0
04.08.2025 09:17:57;0,006427;0,041609;0,359519;0,082489;0,012775;0,463908;52,599998;1,5
04.08.2025 09:23:00;0,00162;0,026106;0,383978;0,298589;0;0,707041;52,700001;7,6
04.08.2025 09:28:02;0,001972;0,022191;0,359602;0,335501;0;0,715203;52,700001;7
04.08.2025 09:33:04;0,004746;0,029103;0,390524;0,379519;0,00191;0,792689;52,799999;7,2
04.08.2025 09:38:06;0,001211;0,019644;0,445819;0,335501;0;0,799965;52,700001;5,4
04.08.2025 09:43:08;0,002643;0,026011;0,441818;0,195899;0;0,660999;52,700001;3,1
04.08.2025 09:48:11;0,003411;0,049493;0,475349;0,079497;0,000363;0,600441;52,700001;1,2
04.08.2025 09:53:11;0,003359;0,02948;0,458862;0,109314;0;0,59436;52,700001;2,8
04.08.2025 09:58:13;0,005673;0,019463;0,402711;0,1989;0;0,615525;52,700001;5,1
04.08.2025 10:03:16;0,000663;0,020486;0,377451;0,325148;0;0,722269;52,799999;6
04.08.2025 10:08:18;0,00777;0,018553;0,359238;0,34887;0;0,718841;52,900002;7,6
04.08.2025 10:13:19;0,007038;0,034674;0,456425;0,243725;0,001825;0,725974;52,799999;3
04.08.2025 10:18:21;0,000193;0,0211;0,464009;0,137693;0;0,622801;52,799999;4,8
04.08.2025 10:23:23;0,000091;0,024192;0,468738;0,458006;0;0,950936;53;13,4
04.08.2025 10:28:23;0,001465;0,034241;0,468018;0,712097;0;1,212524;53,099998;13,4
04.08.2025 10:33:26;0,011569;0,024474;0,412984;0,637968;0;1,063825;53;10,3
04.08.2025 10:38:28;0,012039;0,028193;0,377428;0,672276;0;1,065892;53,099998;15,4
04.08.2025 10:43:30;0,010749;0,031649;0,447456;0,86008;0;1,328545;53,200001;16,6
04.08.2025 10:48:31;0,011492;0,050369;0,499312;0,783551;0,000456;1,321644;53,099998;11,1
04.08.2025 10:53:33;0,00382;0,025465;0,622255;0,46128;0;1,104817;53;8,7
04.08.2025 10:58:36;0,000946;0,027013;0,601891;0,377088;0;1,005448;53;6,3
04.08.2025 11:03:38;0,002848;0,0211;0,599883;0,378974;0;0,996773;53;7,2
04.08.2025 11:08:40;0,002296;0,034196;0,527125;0,65827;0;1,217227;53,200001;15,8
04.08.2025 11:13:42;0,000358;0,026011;0,442363;0,809969;0;1,278343;53,299999;19,1
04.08.2025 11:18:44;0,001143;0,037106;0,371243;1,158748;0;1,565734;53,400002;20,299999
04.08.2025 11:23:46;0,009998;0,018553;0,401619;1,083354;0;1,49334;53,400002;20,799999
04.08.2025 11:28:48;0,016234;0,043109;0,413261;1,054433;0;1,494795;53,400002;17,700001
04.08.2025 11:33:49;0,009313;0,058399;0,481427;1,01514;0;1,545386;53,400002;17,4
04.08.2025 11:38:51;0,018098;0,016916;0,582239;0,999592;0;1,581013;53,5;20,9
04.08.2025 11:43:52;0,001141;0,034492;0,534717;1,030561;0;1,59831;53,5;20,700001
04.08.2025 11:48:54;0,000824;0,02783;0,548225;1,322816;0;1,898234;53,599998;28,4
04.08.2025 11:53:56;0,002529;0,020736;0,409259;1,299806;0;1,726891;53,5;18,1
04.08.2025 11:58:58;0,002762;0,026374;0,401074;1,064073;0;1,489339;53,599998;18,799999
