Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
01.09.2025 00:09:00;0,000057;0,034196;0,323769;0;0,357601;0;53;-6,8
01.09.2025 00:14:03;0,001337;0,023931;0,286442;0;0,308922;0;53;-5,6
01.09.2025 00:19:05;0,004718;0,019644;0,291756;0;0,306671;0;53;-6,4
01.09.2025 00:24:07;0,002342;0,026193;0,209541;0;0,233914;0;53;-3,6
01.09.2025 00:29:09;0,007935;0,020372;0,1768;0;0,188805;0;53,099998;-3,7
01.09.2025 00:34:11;0,002797;0,023282;0,170252;0;0,190624;0;53,099998;-2,1
01.09.2025 00:39:11;0,003124;0,022705;0,169189;0;0,188232;0;53,099998;-3,6
01.09.2025 00:44:12;0,009946;0,02774;0,305865;0;0,32448;0;53;-6
01.09.2025 00:49:14;0;0,025465;0,287391;0;0,313583;0;53;-6
01.09.2025 00:54:16;0,000193;0,029103;0,277932;0;0,305944;0;53;-5,5
01.09.2025 00:59:19;0,003207;0,023931;0,325601;0;0,346269;0;53;-6,9
01.09.2025 01:04:21;0;0,025465;0,3325;0;0,357601;0;53;-4,8
01.09.2025 01:09:21;0,000275;0,019043;0,232178;0;0,251221;0;53;-5,1
01.09.2025 01:14:22;0,000125;0,0219;0,218267;0;0,239801;0;53;-3,6
01.09.2025 01:19:24;0,000023;0,020372;0,170979;0;0,191715;0;53;-3,6
01.09.2025 01:24:26;0,010447;0,029103;0,331773;0;0,349598;0;53;-7,8
01.09.2025 01:29:28;0,001648;0,022555;0,406712;0;0,42854;0;52,900002;-8,6
01.09.2025 01:34:30;0,000568;0,024737;0,420536;0;0,444182;0;52,900002;-8,4
01.09.2025 01:39:32;0,002262;0,023282;0,416171;0;0,43727;0;52,900002;-8,2
01.09.2025 01:44:34;0,000705;0,025465;0,405257;0;0,429995;0;52,900002;-7,2
01.09.2025 01:49:36;0,003649;0,025465;0,291756;0;0,314311;0,001455;53;-5,5
01.09.2025 01:54:38;0,00025;0,022555;0,216816;0;0,237916;0;53;-3,7
01.09.2025 01:59:40;0,007765;0,023282;0,167341;0;0,183348;0;53;-4
01.09.2025 02:04:42;0,013812;0,026193;0,169524;0;0,181529;0;53,099998;-3,6
01.09.2025 02:09:44;0,009629;0,018917;0,17971;0;0,189532;0;53;-3,8
01.09.2025 02:14:46;0,013562;0,027648;0,280115;0;0,29503;0;53;-5,5
01.09.2025 02:19:48;0,000864;0,035651;0,266291;0;0,300487;0;53;-5,6
01.09.2025 02:24:51;0,001949;0,01958;0,283542;0;0,300583;0;53;-5,6
01.09.2025 02:29:53;0;0,020372;0,271384;0;0,291756;0;53;-5,4
01.09.2025 02:34:55;0,000068;0,030558;0,25465;0;0,285936;0;53;-5,4
01.09.2025 02:39:56;0,004175;0,0292;0,161327;0;0,185782;0;53;-3,4
01.09.2025 02:44:58;0,005912;0,032741;0,186986;0;0,21427;0;53;-4,5
01.09.2025 02:50:00;0,000011;0,023282;0,211723;0;0,234642;0;53;-4,4
01.09.2025 02:55:03;0,003943;0,029732;0,248008;0;0,273027;0;53;-7,1
01.09.2025 03:00:04;0,000137;0,02336;0,350395;0;0,374849;0;52,900002;-7
01.09.2025 03:05:06;0,000023;0,023282;0,35651;0;0,378701;0;52,900002;-7
01.09.2025 03:10:09;0;0,02248;0,347357;0;0,370925;0;52,900002;-6,9
01.09.2025 03:15:10;0,000331;0,02263;0,331415;0;0,353314;0;53;-5,6
01.09.2025 03:20:12;0,005673;0,024737;0,30849;0;0,327043;0;53;-5,4
01.09.2025 03:25:13;0,0013;0,0219;0,263526;0;0,284331;0;53;-5,3
01.09.2025 03:30:14;0,000137;0,0292;0,246006;0;0,275206;0;53;-5,2
01.09.2025 03:35:14;0;0,023438;0,240234;0;0,263672;0;53;-4,7
01.09.2025 03:40:17;0,010311;0,026831;0,288618;0;0,305297;0;52,900002;-7,3
01.09.2025 03:45:19;0;0,023282;0,310673;0;0,333955;0;53;-5,4
01.09.2025 03:50:20;0,001745;0,02263;0,273016;0;0,29455;0;52,900002;-6,6
01.09.2025 03:55:20;0,000641;0,024902;0,337646;0;0,361084;0;52,900002;-6,7
01.09.2025 04:00:22;0,006196;0,027648;0,338321;0;0,360512;0;52,900002;-6,8
01.09.2025 04:05:24;0,000102;0,031286;0,328135;0;0,358329;0;52,900002;-6,8
01.09.2025 04:10:26;0,009493;0,025465;0,192806;0;0,209541;0;53;-4
01.09.2025 04:15:28;0,008367;0,025465;0,162976;0;0,180074;0;53;-3,7
01.09.2025 04:20:30;0,004195;0,025465;0,168797;0;0,189169;0;53;-4,5
01.09.2025 04:25:30;0,006489;0,031494;0,194824;0;0,220459;0;53;-5,5
01.09.2025 04:30:33;0,000703;0,025381;0,27629;0;0,300583;0;53;-5,9
01.09.2025 04:35:35;0,001;0,023282;0,283753;0;0,30558;0;53;-6
01.09.2025 04:40:34;0,000677;0,018372;0,280721;0;0,29946;0;52,900002;-5,3
01.09.2025 04:45:36;0,001557;0,0211;0,289573;0;0,308854;0;52,900002;-7,1
01.09.2025 04:50:38;0,000989;0,02692;0,297577;0;0,323405;0;52,900002;-4,7
01.09.2025 04:55:40;0,001125;0,016734;0,235733;0;0,25174;0;53;-4,7
01.09.2025 05:00:42;0,000068;0,0211;0,229185;0;0,248829;0;53;-4,7
01.09.2025 05:05:42;0,001579;0,02124;0,189697;0;0,210205;0;53;-3,6
01.09.2025 05:10:44;0,005127;0,035651;0,236461;0;0,267746;0;52,900002;-5,9
01.09.2025 05:15:46;0,005264;0,034196;0,328862;0;0,35651;0;52,900002;-7,8
01.09.2025 05:20:48;0;0,023282;0,382703;0;0,406349;0;52,900002;-7,5
01.09.2025 05:25:48;0,002518;0,023438;0,404297;0;0,42627;0;52,900002;-8,4
01.09.2025 05:30:50;0;0,021827;0,418354;0;0,439089;0;52,799999;-8,3
01.09.2025 05:35:50;0,000103;0,023438;0,428467;0;0,451538;0;52,799999;-9,4
01.09.2025 05:40:53;0,00366;0,037709;1,401754;0;1,4362;0;52,400002;-31,299999
01.09.2025 05:45:54;0,020086;0,051829;2,517731;0;2,54912;0;52,200001;-42,900002
01.09.2025 05:50:56;0;0,04802;1,918606;0;1,966625;0;52,200001;-32,900002
01.09.2025 05:55:58;0,009345;0,046565;1,444957;0;1,483518;0;52,299999;-27,299999
01.09.2025 06:01:00;0,002399;0,037834;1,430405;0;1,465693;0;52,299999;-27,799999
01.09.2025 06:06:02;0,000261;0,045837;1,446412;0;1,491521;0;52,200001;-27,299999
01.09.2025 06:11:04;0,000011;0,039289;1,361286;0;1,399847;0;52,200001;-27,1
01.09.2025 06:16:06;0,001194;0,046565;1,191762;0;1,237599;0;52,400002;-7,6
01.09.2025 06:21:08;0,002944;0,027648;0,30558;0;0,329954;0;52,5;-5,8
01.09.2025 06:26:11;0,001654;0,025381;0,179842;0;0,203773;0;52,5;-3,9
01.09.2025 06:31:13;0,005195;0,02401;0,189896;0;0,19317;0,016007;52,599998;-3,4
01.09.2025 06:36:12;0,010242;0,02866;0,224136;0;0,207601;0,035274;52,599998;-4,3
01.09.2025 06:41:14;0,016757;0,034923;0,282298;0;0,256833;0,042199;52,5;-6,3
01.09.2025 06:46:15;0;0,02409;0,351125;0;0,29528;0,081759;52,5;-4,8
01.09.2025 06:51:14;0,000195;0,026455;0,335836;0;0,208703;0,151384;52,599998;-3,1
01.09.2025 06:56:16;0,000091;0,026193;0,344141;0;0,148061;0,222637;52,599998;-2,4
01.09.2025 07:01:19;0,016883;0,004351;0,3198;0;0,019217;0,287167;52,599998;-0,3
01.09.2025 07:06:20;0,000091;0,042339;0,273746;0,083219;0,00876;0,391274;52,700001;4,7
01.09.2025 07:11:22;0,000159;0,020372;0,186986;0,271748;0;0,480197;52,799999;5,6
01.09.2025 07:16:24;0,003922;0,02692;0,286663;0,275022;0,001819;0,582057;52,799999;5,6
01.09.2025 07:21:27;0;0,023931;0,278465;0,316174;0;0,619295;52,900002;6,5
01.09.2025 07:26:28;0,006262;0,02555;0,371564;0,275936;0,004015;0,66137;52,900002;5
01.09.2025 07:31:28;0,000126;0,025635;0,369873;0,273926;0;0,669434;53;4,8
01.09.2025 07:36:30;0,002524;0,024737;0,363786;0,170252;0;0,55732;53;4,1
01.09.2025 07:41:31;0,009296;0,02409;0,320465;0,30769;0;0,64239;53;5,7
01.09.2025 07:46:32;0,000525;0,0219;0,291995;0,29528;0;0,60881;53,099998;5,4
01.09.2025 07:51:35;0,000601;0,021755;0,262512;0,298045;0;0,580136;53,099998;6,6
01.09.2025 07:56:37;0,001535;0,024737;0,191351;0,35651;0,000364;0,571871;53,200001;4,5
01.09.2025 08:01:39;0,000341;0,026193;0,245919;0,296849;0;0,568961;53,200001;6,9
01.09.2025 08:06:41;0,005843;0,018917;0,258288;0,38343;0;0,654814;53,299999;7,6
01.09.2025 08:11:42;0,005372;0,034309;0,299295;0,319005;0,003285;0,64385;53,299999;4,7
01.09.2025 08:16:44;0,004581;0,034196;0,298304;0,282298;0;0,61116;53,299999;4,9
01.09.2025 08:21:46;0,006366;0,017462;0,328135;0,269201;0;0,606795;53,299999;5,9
01.09.2025 08:26:49;0,004487;0,026106;0,279191;0,310373;0;0,612044;53,400002;5,9
01.09.2025 08:31:50;0,005612;0,02847;0,313895;0,398574;0;0,734369;53,400002;8,2
01.09.2025 08:36:50;0,009464;0,02417;0,300293;0,505737;0;0,821777;53,5;11,4
01.09.2025 08:41:52;0,000921;0,034196;0,251012;0,710473;0;0,993863;53,599998;13,8
01.09.2025 08:46:54;0,003331;0,026193;0,270657;0,896368;0;1,190307;53,799999;19,700001
01.09.2025 08:51:55;0,003582;0,032849;0,229216;1,183311;0;1,440997;53,900002;24,1
01.09.2025 08:56:54;0,009519;0,037478;0,334367;1,187552;0;1,550579;53,900002;23,6
01.09.2025 09:01:56;0;0,02692;0,345596;1,413671;0;1,78546;53,900002;29,200001
01.09.2025 09:06:58;0;0,031286;0,371061;1,875315;0;2,277298;54;38
01.09.2025 09:12:00;0,003968;0,038561;0,450367;2,120143;0;2,606161;54,099998;42,299999
01.09.2025 09:17:02;0,001899;0,076395;0,491111;2,413354;0;2,978677;54,099998;45,799999
01.09.2025 09:22:05;0,000068;0,163163;0,422049;2,464491;0;3,050066;54,099998;44,5
01.09.2025 09:27:06;0,001437;0,264256;0,476683;2,451302;0;3,19151;54,099998;45,700001
01.09.2025 09:32:08;0,002399;0,412533;0,440181;2,436273;0;3,284257;54,099998;45,599998
01.09.2025 09:37:10;0,000819;0,624984;0,379792;2,421358;0;3,426861;54,099998;45,599998
01.09.2025 09:42:12;0,000171;1,129191;0,422719;2,467195;0;4,017649;54,099998;45,599998
01.09.2025 09:47:14;0;1,733075;0,424174;2,466467;0;4,624444;54,099998;45,599998
01.09.2025 09:52:16;0,008026;0,531855;0,378337;2,004823;0;2,90592;53,900002;23,299999
01.09.2025 09:57:18;0,001648;0,040016;0,317221;1,150654;0;1,507528;53,799999;15,8
01.09.2025 10:02:20;0,005934;0,028375;0,322314;0,692284;0;1,036062;53,700001;11,4
01.09.2025 10:07:22;0,010186;0,301215;0,35651;1,427859;0;2,076489;54,099998;45,799999
01.09.2025 10:12:25;0,003807;0,852075;0,364035;2,418443;0;3,630202;54,099998;45,700001
01.09.2025 10:17:25;0;0,94043;0,357422;2,47522;0;3,771973;54,200001;45,700001
01.09.2025 10:22:28;0;0,883257;0,336479;2,477181;0;3,696918;54,200001;45,700001
01.09.2025 10:27:29;0,000285;0,767948;0,410984;2,475391;0;3,655783;54,299999;45,700001
01.09.2025 10:32:30;0;0,768678;0,408794;2,483056;0;3,660163;54,299999;45,599998
01.09.2025 10:37:32;0;0,810515;0,40453;2,474834;0;3,690242;54,299999;45,599998
01.09.2025 10:42:34;0;0,613343;0,403075;2,472288;0;3,486522;54,400002;45,400002
01.09.2025 10:47:37;0;0,578686;0,390867;2,468842;0;3,440207;54,599998;45,200001
01.09.2025 10:52:38;0;0,838027;0,302215;2,477581;0;3,617823;55;44,799999
01.09.2025 10:57:40;0;1,313994;0,333228;2,055753;0;3,703338;56,299999;18,9
01.09.2025 11:02:43;0;3,319829;0,185644;0,192895;0,014503;3,682414;54,400002;0
01.09.2025 11:07:44;0;3,674033;0,241626;0;0;3,917119;54;0
01.09.2025 11:12:46;0;3,529449;0,324497;0;0;3,853218;53,900002;0
01.09.2025 11:17:49;0;3,371316;0,291518;0;0;3,662109;53,799999;0
01.09.2025 11:22:50;0;3,81273;0,288345;0;0;4,101076;53,700001;0
01.09.2025 11:27:51;0;2,883455;0,283236;0;0;3,16669;53,700001;0
01.09.2025 11:32:54;0;2,220471;0,273389;0;0;2,494585;53,599998;0
01.09.2025 11:37:53;0;2,446387;0,153588;0;0;2,598505;53,599998;0
01.09.2025 11:43:00;0;2,595207;0,128114;0;0;2,724037;53,599998;0
01.09.2025 11:48:01;0;2,604599;0,154758;0;0;2,759357;53,5;0
01.09.2025 11:53:04;0;2,778852;0,154461;0;0;2,934039;53,599998;0
01.09.2025 11:58:05;0;2,57686;0,263526;0;0;2,839656;53,5;0
01.09.2025 12:03:05;0;3,049805;0,225586;0;0;3,276855;53,5;0
01.09.2025 12:08:06;0;2,717017;0,212427;0;0;2,927254;53,5;0
01.09.2025 12:13:07;0;2,207485;0,213887;0;0;2,422102;53,5;0
01.09.2025 12:18:09;0;2,128874;0,212451;0;0;2,341325;53,5;0
01.09.2025 12:23:11;0;2,156522;0,115684;0;0;2,272933;53,5;0
01.09.2025 12:28:14;0;2,121123;0,14866;0;0;2,269783;53,5;0
01.09.2025 12:33:16;0;1,658863;0,277205;0;0;1,93534;53,400002;0
01.09.2025 12:38:22;0,004712;0,267119;1,823156;0;0,003231;2,082376;53,400002;0
01.09.2025 12:43:23;0,003992;0,213887;2,246175;0;0,393099;2,061488;52,900002;-25,1
01.09.2025 12:48:25;0,000011;0,042927;3,322819;0;1,42895;1,93825;52,799999;-19,4
01.09.2025 12:53:25;0,001247;0,035156;2,523926;0,310181;0,234009;2,635254;53,299999;18,700001
01.09.2025 12:58:26;0;0,763568;0,64604;2,222815;0;3,632423;56,400002;23,200001
01.09.2025 13:03:27;0;3,438246;0,169357;0,121908;0,00511;3,724402;54,799999;0
01.09.2025 13:08:29;0;3,354832;0,181893;0;0;3,535997;54,400002;0
01.09.2025 13:13:31;0;3,449416;0,192806;0;0;3,642222;54,200001;0
01.09.2025 13:18:33;0;2,710203;0,183348;0;0;2,894279;54,099998;0
01.09.2025 13:23:35;0;2,866631;0,279387;0;0;3,146019;54;0
01.09.2025 13:28:38;0;2,691832;0,341555;0;0;3,032662;53,900002;0
01.09.2025 13:33:40;0;2,574148;0,306308;0;0;2,879728;53,900002;0
01.09.2025 13:38:42;0;2,250378;0,27575;0;0;2,527583;53,799999;0
01.09.2025 13:43:44;0;1,535176;0,259015;0;0;1,792736;53,799999;0
01.09.2025 13:48:45;0;2,135217;0,175197;0;0;2,312604;53,700001;0
01.09.2025 13:53:47;0;2,714569;0,101132;0;0;2,815701;53,700001;0
01.09.2025 13:58:49;0;2,087402;0,106953;0;0;2,191445;53,700001;0
01.09.2025 14:03:51;0;2,120871;0,162976;0;0;2,286029;53,700001;0
01.09.2025 14:08:53;0;1,825477;0,248102;0;0;2,075034;53,599998;0
01.09.2025 14:13:55;0;2,000821;0,269201;0;0;2,267112;53,599998;0
01.09.2025 14:18:57;0;2,29185;0,235733;0;0;2,529038;53,599998;0
