Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
08.09.2025 00:06:11;0,00291;0,040016;0,296122;0;0,3325;0;52,299999;-7
08.09.2025 00:11:14;0,005756;0,039884;0,366936;0;0,402107;0;52,299999;-9,1
08.09.2025 00:16:15;0;0,035039;0,436533;0;0,471573;0;52,299999;-9,2
08.09.2025 00:21:17;0,000227;0,030558;0,403075;0;0,433633;0;52,299999;-6,4
08.09.2025 00:26:19;0;0,030558;0,299032;0;0,32959;0;52,400002;-6,5
08.09.2025 00:31:21;0,000227;0,030558;0,296849;0;0,327407;0;52,299999;-6,2
08.09.2025 00:36:22;0;0,032119;0,229946;0;0,260971;0;52,400002;-3,9
08.09.2025 00:41:23;0;0,02628;0,179577;0;0,206952;0;52,400002;-3,9
08.09.2025 00:46:25;0,000091;0,025465;0,180438;0;0,205539;0;52,400002;-3,9
08.09.2025 00:51:27;0,007639;0,035651;0,210996;0;0,238643;0;52,299999;-6,6
08.09.2025 00:56:29;0;0,02983;0,303397;0;0,332136;0;52,299999;-6,5
08.09.2025 01:01:31;0,000409;0,027648;0,301942;0;0,330317;0;52,299999;-6,2
08.09.2025 01:06:33;0,000091;0,022555;0,303397;0;0,326316;0;52,299999;-6,2
08.09.2025 01:11:35;0,002819;0,042199;0,333955;0;0,372153;0;52,299999;-7,2
08.09.2025 01:16:37;0,007048;0,037106;0,240826;0;0,27102;0;52,299999;-5
08.09.2025 01:21:39;0,004456;0,033468;0,228457;0;0,258652;0;52,299999;-5
08.09.2025 01:26:41;0,001683;0,032741;0,223364;0;0,252831;0;52,299999;-4,9
08.09.2025 01:31:43;0,006321;0,042927;0,303397;0;0,340867;0;52,299999;-7,5
08.09.2025 01:36:45;0;0,032741;0,349234;0;0,381247;0;52,299999;-7,5
08.09.2025 01:41:47;0,000136;0,031286;0,298304;0;0,329954;0;52,299999;-6,2
08.09.2025 01:46:49;0,002365;0,038561;0,287391;0;0,323769;0;52,299999;-6,3
08.09.2025 01:51:51;0,00191;0,042927;0,236461;0;0,276113;0;52,400002;-4
08.09.2025 01:56:53;0,004638;0,033468;0,286663;0;0,317221;0;52,299999;-5,8
08.09.2025 02:01:55;0,005138;0,028375;0,286663;0;0,30849;0;52,299999;-5,8
08.09.2025 02:06:57;0,006366;0,042199;0,271384;0;0,308126;0;52,299999;-8,3
08.09.2025 02:11:59;0;0,034196;0,381247;0;0,415807;0;52,200001;-7,7
08.09.2025 02:17:01;0,000045;0,030558;0,373244;0;0,404166;0;52,200001;-7,7
08.09.2025 02:22:03;0;0,032013;0,293211;0;0,324497;0;52,299999;-6,1
08.09.2025 02:27:05;0;0,032741;0,28157;0;0,314311;0;52,299999;-5,9
08.09.2025 02:32:07;0;0,02983;0,249557;0;0,279024;0;52,299999;-3,9
08.09.2025 02:37:07;0,002151;0,030029;0,22998;0;0,258545;0;52,299999;-5,2
08.09.2025 02:42:09;0;0,02983;0,232823;0;0,262653;0;52,299999;-5,1
08.09.2025 02:47:11;0,006912;0,034196;0,240826;0;0,267746;0;52,299999;-8
08.09.2025 02:52:13;0;0,030558;0,327407;0;0,358329;0;52,299999;-6,3
08.09.2025 02:57:15;0,001683;0,032013;0,315038;0;0,345596;0;52,200001;-7,3
08.09.2025 03:02:17;0,000364;0,036379;0,352145;0;0,386704;0;52,200001;-7,3
08.09.2025 03:07:19;0,000273;0,033468;0,348507;0;0,382703;0;52,200001;-7,3
08.09.2025 03:12:21;0,001728;0,038561;0,251012;0;0,287027;0;52,299999;-5,5
08.09.2025 03:17:21;0,007187;0,027832;0,173584;0;0,194458;0;52,299999;-3,7
08.09.2025 03:22:23;0,011232;0,023282;0,169524;0;0,182257;0;52,299999;-4,2
08.09.2025 03:27:25;0,006548;0,037106;0,229913;0;0,259379;0;52,299999;-6,3
08.09.2025 03:32:27;0,000455;0,039289;0,271384;0;0,311037;0;52,299999;-5,1
08.09.2025 03:37:29;0,001;0,036379;0,270657;0;0,305944;0;52,200001;-5,9
08.09.2025 03:42:31;0,006503;0,040016;0,273567;0;0,307399;0;52,200001;-6,6
08.09.2025 03:47:33;0,003774;0,032741;0,259743;0;0,288846;0;52,299999;-4,8
08.09.2025 03:52:35;5,326596;0,007276;5,512831;0;0,202992;0;52,299999;-5,1
08.09.2025 03:57:37;6,043254;0;6,267242;0;0,256833;0;52,299999;-5,3
08.09.2025 04:02:37;4,812057;0;6,25691;0;1,453857;0;51,700001;-29
08.09.2025 04:05:00;4,78808;0;0,365699;0;1,607231;0;51,599998;-30,4
08.09.2025 04:10:00;4,801208;0;0,325195;0;1,56958;0;51,599998;-29,9
08.09.2025 04:12:41;4,788521;0,001365;6,354235;0,000682;1,592676;0;51,5;-31,4
08.09.2025 04:17:43;4,773778;0;6,258959;0;1,50098;0;51,5;-28,4
08.09.2025 04:22:45;4,755907;0;6,185643;0;1,456962;0;51,5;-27,200001
08.09.2025 04:27:46;4,728684;0;6,134263;0;1,428223;0;51,5;-25,6
08.09.2025 04:32:46;4,72998;0;6,030369;0;1,331543;0;51,400002;-25,700001
08.09.2025 04:37:47;4,706236;0;6,020555;0;1,332229;0;51,400002;-26,200001
08.09.2025 04:42:49;4,745448;0;6,063859;0;1,336185;0;51,299999;-26,9
08.09.2025 04:47:51;4,761546;0;6,250397;0;1,510802;0;51,200001;-30
08.09.2025 04:52:54;4,747961;0;6,234844;0;1,517781;0;51,200001;-30,4
08.09.2025 04:57:56;4,748449;0;6,262038;0;1,524626;0;51,099998;-29,700001
08.09.2025 05:02:57;4,731375;0;6,169303;0;1,465087;0;51,099998;-28,299999
08.09.2025 05:07:59;4,68465;0;6,055466;0;1,379839;0;51,099998;-26,5
08.09.2025 05:13:01;4,701112;0;6,011084;0;1,338004;0;51,099998;-26,9
08.09.2025 05:18:03;4,697656;0;6,020264;0;1,352555;0;51;-27,299999
08.09.2025 05:23:05;4,680194;0;6,078469;0;1,417673;0;50,900002;-30,5
08.09.2025 05:28:07;4,663778;0;6,135389;0;1,502071;0;50,799999;-30
08.09.2025 05:33:09;2,222094;0,017462;2,717724;0;0,522396;0;51,200001;-6,3
08.09.2025 05:38:11;0,001364;0,032741;0,291756;0;0,323042;0;51,299999;-6,3
08.09.2025 05:43:13;0,007139;0,031286;0,649721;0;0,674095;0;50,799999;-35
08.09.2025 05:48:15;0,021372;0,043654;1,928792;0;1,951346;0;50,099998;-75,5
08.09.2025 05:53:17;0,021145;0,073485;2,839711;0;2,891733;0;50,200001;-43
08.09.2025 05:58:19;0,001182;0,058933;1,805105;0;1,86331;0;50,200001;-32,599998
08.09.2025 06:03:21;0,00623;0,063299;1,543179;0;1,59993;0;50,200001;-33,5
