Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
29.09.2025 00:09:33;0;0,0211;0,351417;0;0,371789;0;49,799999;-7,5
29.09.2025 00:14:35;0;0,0211;0,273567;0;0,295394;0;49,700001;-4,7
29.09.2025 00:19:37;0,000546;0,018917;0,22773;0;0,245555;0;49,599998;-5
29.09.2025 00:24:39;0,060752;0,011641;0,229185;0;0,180074;0;49,700001;0
29.09.2025 00:29:41;0,249557;0;0,248829;0;0;0;49,799999;0
29.09.2025 00:34:42;0,356417;0;0,356234;0;0;0;49,799999;0
29.09.2025 00:39:44;0,332318;0;0,3325;0;0;0;49,900002;0
29.09.2025 00:44:47;0,323426;0;0,324151;0;0;0;49,900002;0
29.09.2025 00:49:49;0,31904;0;0,318676;0;0;0;49,900002;0
29.09.2025 00:54:49;0,237396;0;0,238037;0;0;0;49,900002;0
29.09.2025 00:59:50;0,134227;0;0,133588;0;0;0;49,900002;0
29.09.2025 01:04:53;0,134428;0;0,134156;0;0;0;49,900002;0
29.09.2025 01:09:55;0,134419;0;0,134601;0;0;0;49,900002;0
29.09.2025 01:14:56;0,215985;0;0,216077;0;0;0;49,900002;0
29.09.2025 01:19:58;0,251012;0;0,250285;0;0;0;49,900002;0
29.09.2025 01:25:01;0,248552;0;0,248733;0;0;0;49,900002;0
29.09.2025 01:30:03;0,290938;0;0,291029;0;0;0;49,900002;0
29.09.2025 01:35:05;0,24792;0;0,248102;0;0;0;49,900002;0
29.09.2025 01:40:07;0,18453;0;0,184803;0;0;0;49,900002;0
29.09.2025 01:45:08;0,156856;0;0,156948;0;0;0;49,900002;0
29.09.2025 01:50:11;0,142043;0;0,141408;0;0;0;50;0
29.09.2025 01:55:13;0,304398;0;0,304852;0;0;0;49,900002;0
29.09.2025 02:00:15;0,310127;0;0,310673;0;0;0;50;0
29.09.2025 02:05:16;0,301029;0;0,300755;0;0;0;49,900002;0
29.09.2025 02:10:18;0,243555;0;0,243009;0;0;0;49,900002;0
29.09.2025 02:15:21;0,148569;0;0,14866;0;0;0;49,900002;0
29.09.2025 02:20:22;0,132219;0;0,132858;0;0;0;49,900002;0
29.09.2025 02:25:24;0,123051;0;0,12296;0;0;0;49,900002;0
29.09.2025 02:30:27;0,260789;0;0,260336;0;0;0;49,900002;0
29.09.2025 02:35:29;0,340322;0;0,340503;0;0;0;49,900002;0
29.09.2025 02:40:31;0,327953;0;0,327407;0;0;0;49,900002;0
29.09.2025 02:45:30;0,321231;0;0,321874;0;0;0;49,900002;0
29.09.2025 02:50:32;0,354691;0;0,354327;0;0;0;49,900002;0
29.09.2025 02:55:35;0,233324;0;0,233505;0;0;0;49,900002;0
29.09.2025 03:00:37;0,177891;0;0,178255;0;0;0;49,900002;0
29.09.2025 03:05:39;0,15088;0;0,150607;0;0;0;49,900002;0
29.09.2025 03:10:40;0,134592;0;0,134318;0;0;0;49,900002;0
29.09.2025 03:15:43;0,2539;0;0,254535;0;0;0;49,900002;0
29.09.2025 03:20:45;0,249466;0;0,248829;0;0;0;49,900002;0
29.09.2025 03:25:46;0,257412;0;0,257686;0;0;0;49,900002;0
29.09.2025 03:30:47;0,248652;0;0,248926;0;0;0;49,900002;0
29.09.2025 03:35:50;0,188;0;0,187819;0;0;0;49,900002;0
29.09.2025 03:40:50;0,194366;0;0,194092;0;0;0;49,900002;0
