Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
30.06.2025 00:05:36;0,008731;0,023282;0,197899;0;0,212451;0;51,676998;-6,03
30.06.2025 00:10:37;0,00292;0,01168;0,291995;0;0,309515;0;51,634998;-7,76
30.06.2025 00:15:38;0,00292;0,01168;0,408794;0;0,420473;0;51,585999;-8,95
30.06.2025 00:20:38;0;0,023438;0,433594;0;0,451172;0;51,550999;-8,62
30.06.2025 00:25:40;0;0,011641;0,430722;0;0,442363;0;51,521;-8,48
30.06.2025 00:30:42;0;0,023282;0,384158;0;0,401619;0;51,502998;-7,14
30.06.2025 00:35:45;0;0,011603;0,336479;0;0,362585;0;51,474998;-7,04
30.06.2025 00:40:47;0;0,023282;0,221182;0;0,238643;0;51,493999;-3,47
30.06.2025 00:45:48;0;0,01168;0,175197;0;0,181037;0;51,483002;-3,41
30.06.2025 00:50:51;0;0,011603;0,162438;0;0,182743;0;51,459;-4,72
30.06.2025 00:55:52;0,00584;0,02336;0,280316;0;0,291995;0;51,412998;-6,75
30.06.2025 01:00:54;0;0,011641;0,325952;0;0,340503;0;51,387001;-7,23
30.06.2025 01:05:57;0;0,011603;0,336479;0;0,348082;0;51,362999;-6,57
30.06.2025 01:10:58;0;0,02336;0,280316;0;0,289075;0;51,354;-5,44
30.06.2025 01:16:01;0;0,011603;0,266863;0;0,281366;0;51,337002;-5,56
30.06.2025 01:21:02;0;0,02336;0,221917;0;0,248196;0;51,339001;-3,32
30.06.2025 01:26:05;0;0,011603;0,162438;0;0,174041;0;51,331001;-3,3
30.06.2025 01:31:07;0,00291;0,011641;0,139694;0;0,162976;0;51,313;-4,07
30.06.2025 01:36:09;0;0,011641;0,209541;0;0,227002;0;51,290001;-4,65
30.06.2025 01:41:11;0,008731;0,023282;0,337593;0;0,337593;0;51,238998;-7,1
30.06.2025 01:46:13;0;0,011641;0,325952;0;0,343414;0;51,228001;-5,62
30.06.2025 01:51:15;0;0,023282;0,267746;0;0,282298;0;51,213001;-5,5
30.06.2025 01:56:17;0;0,011641;0,267746;0;0,285208;0;51,193001;-5,48
30.06.2025 02:01:19;0;0,011641;0,267746;0;0,279387;0;51,174;-5,55
30.06.2025 02:06:18;0;0,023516;0,223401;0;0,243977;0;51,171001;-4,46
30.06.2025 02:11:19;0,00292;0,01168;0,233596;0;0,242356;0;51,139;-6,35
30.06.2025 02:16:20;0,00292;0,02336;0,303675;0;0,321195;0;51,116001;-6,11
30.06.2025 02:21:23;0,008702;0,011603;0,290068;0;0,307472;0;51,084999;-7,26
30.06.2025 02:26:25;0;0,023282;0,337593;0;0,357965;0;51,062;-6,94
30.06.2025 02:31:27;0;0,011641;0,337593;0;0,346324;0;51,043999;-6,68
30.06.2025 02:36:28;0;0,01168;0,327035;0;0,344555;0;51,02;-6,76
30.06.2025 02:41:31;0;0,023205;0,278465;0;0,290068;0;51,021;-5,2
30.06.2025 02:46:32;0;0,01168;0,256956;0;0,262796;0;51,007999;-5,22
30.06.2025 02:51:34;0,00291;0,011641;0,232823;0;0,256105;0;51;-4,37
30.06.2025 02:56:37;0;0,023205;0,208849;0;0,220452;0;50,987999;-4,37
30.06.2025 03:01:39;0;0,011641;0,209541;0;0,221182;0;50,974998;-4,3
30.06.2025 03:06:41;0;0,023282;0,151335;0;0,177527;0;50,98;-3,07
30.06.2025 03:11:43;0,005821;0,011641;0,267746;0;0,273567;0;50,935001;-5,41
30.06.2025 03:16:43;0;0,011719;0,257813;0;0,275391;0;50,911999;-6,4
30.06.2025 03:21:44;0,00292;0,02336;0,315355;0;0,329955;0;50,884998;-6,26
30.06.2025 03:26:47;0;0,011603;0,301671;0;0,319075;0;50,870998;-6,2
30.06.2025 03:31:49;0;0,011641;0,291029;0;0,314311;0;50,853001;-6,13
30.06.2025 03:36:51;0;0,023282;0,151335;0;0,168797;0;50,881001;-3,13
30.06.2025 03:41:53;0;0,011641;0,139694;0;0,154245;0;50,873001;-3,03
30.06.2025 03:46:55;0;0,023282;0,151335;0;0,157155;0;50,867001;-3,04
30.06.2025 03:51:57;0,005821;0,023282;0,197899;0;0,209541;0;50,827;-5,41
30.06.2025 03:56:59;0;0,011641;0,256105;0;0,273567;0;50,808998;-5,35
30.06.2025 04:02:01;0;0,023282;0,256105;0;0,270657;0;50,792999;-5,23
30.06.2025 04:07:00;0;0,011758;0,258675;0;0,270433;0;50,780998;-5,14
30.06.2025 04:12:02;0,008731;0,011641;0,325952;0;0,331773;0;50,726002;-8,66
30.06.2025 04:17:04;0;0,023282;0,372517;0;0,398709;0;50,721001;-6,16
30.06.2025 04:22:06;0;0,011641;0,30267;0;0,30849;0;50,708;-5,95
30.06.2025 04:27:08;0;0,023282;0,221182;0;0,247374;0;50,712002;-4,53
30.06.2025 04:32:10;0;0,011641;0,232823;0;0,241554;0;50,691002;-5,87
30.06.2025 04:37:12;0,005821;0,011641;0,384158;0;0,392889;0;50,636002;-8,05
30.06.2025 04:42:14;0;0,023282;0,314311;0;0,337593;0;50,633999;-6,4
30.06.2025 04:47:16;0;0,011641;0,30267;0;0,320131;0;50,619999;-6,26
30.06.2025 04:52:18;0;0,023282;0,256105;0;0,270657;0;50,617001;-5,23
30.06.2025 04:57:20;0;0,011641;0,244464;0;0,261926;0;50,605;-5,2
30.06.2025 05:02:23;0;0,011603;0,208849;0;0,226253;0;50,616001;-3,21
30.06.2025 05:07:24;0;0,02336;0,140158;0;0,160597;0;50,612999;-3,18
30.06.2025 05:12:26;0;0,011641;0,151335;0;0,160066;0;50,605999;-3,23
30.06.2025 05:17:28;0,005821;0,011641;0,151335;0;0,171707;0;50,577;-5,66
30.06.2025 05:22:31;0;0,023205;0,266863;0;0,281366;0;50,549999;-5,53
30.06.2025 05:27:32;0;0,01168;0,291995;0;0,277396;0;50,536999;-5,27
30.06.2025 05:32:32;0,014648;0,011719;0,328125;0;0,313477;0,046875;50,459999;-13,69
30.06.2025 05:37:34;0,034923;0,011641;1,8393;0;1,751992;0,023282;50,023998;-36,689999
30.06.2025 05:42:36;0,756674;0,023282;2,968491;0;2,153611;0,093129;49,737999;-50,189999
30.06.2025 05:47:38;2,022648;0;4,633175;0;2,508666;0,139694;49,568001;-49,93
30.06.2025 05:52:41;2,207418;0;4,861541;0;2,488784;0,139233;49,393002;-50,330002
30.06.2025 05:57:40;1,554988;0,011758;4,162312;0;2,445652;0,164611;49,574001;-0,3
30.06.2025 06:02:42;0,066937;0,011641;0,279387;0,014551;0,020372;0,209541;49,855999;-0,21
30.06.2025 06:07:44;0,005821;0;0,256105;0;0,008731;0,256105;49,924999;-0,22
30.06.2025 06:12:45;0,032119;0,02336;0,280316;0,00584;0,01168;0,256956;49,960999;-0,22
30.06.2025 06:17:46;0,035039;0;0,338715;0;0,01168;0,303675;49,98;-0,2
30.06.2025 06:22:49;0;0;0,336479;0;0,008702;0,324876;49,993;-0,22
30.06.2025 06:27:51;0;0,069847;0,279387;0;0,011641;0,349234;50,001999;1,52
30.06.2025 06:32:52;0,00292;0,070079;0,245276;0,084679;0,00584;0,373754;50,042999;2,29
30.06.2025 06:37:54;0;0,046565;0,221182;0,128053;0;0,395799;50,069;2,73
30.06.2025 06:42:57;0;0,046411;0,220452;0,162438;0;0,417698;50,096001;3,6
30.06.2025 06:47:57;0,008789;0,070313;0,328125;0,079102;0,005859;0,46875;50,083;1,94
30.06.2025 06:52:59;0;0,034923;0,314311;0,122232;0;0,488928;50,104;2,9
30.06.2025 06:58:01;0;0,046565;0,314311;0,162976;0;0,51221;50,125;3,53
30.06.2025 07:03:03;0;0,034923;0,30267;0,20372;0;0,535493;50,150002;4,27
30.06.2025 07:08:04;0;0,046719;0,256956;0,274476;0;0,583991;50,187;5,93
30.06.2025 07:13:06;0;0,046565;0,197899;0,375427;0;0,628622;50,234001;7,67
30.06.2025 07:18:09;0,017404;0,023205;0,812191;0,145034;0,301671;0,649752;50,023998;-9,8
30.06.2025 07:23:08;0;0,05879;0,34098;0,382133;0,076427;0,728992;50,261002;10,1
30.06.2025 07:28:09;0,0292;0,058399;0,373754;0,435073;0,035039;0,794228;50,159;-8,4
30.06.2025 07:33:11;0,017462;0,058206;0,430722;0,445274;0,017462;0,884727;50,327;11,16
30.06.2025 07:38:13;0,011641;0,046565;0,430722;0,474377;0,014551;0,954574;50,365002;11,12
30.06.2025 07:43:15;0,037834;0,069847;0,558775;0,520941;0,046565;1,024421;50,198002;-17,4
30.06.2025 07:48:16;0,084679;0,070079;2,137407;0,02628;0,969425;1,191341;49,827;-34,73
30.06.2025 07:53:17;0;0,105118;1,097903;0,312435;0,178117;1,331499;50,389;21,26
30.06.2025 07:58:19;0;0,058206;0,279387;1,126281;0,00291;1,466784;50,553001;23,82
30.06.2025 08:03:21;0,00291;0,023282;0,360875;1,175755;0;1,583195;50,616001;23,91
30.06.2025 08:08:22;0,00292;0,058399;0,408794;1,25266;0;1,681894;50,688;24,15
30.06.2025 08:13:25;0;1,241491;0,440903;0,098623;0,011603;1,786819;50,437;-0,21
30.06.2025 08:18:25;0,011719;0,222656;0,480469;0,911133;0;1,59375;50,705002;20,35
30.06.2025 08:23:26;0;0,070079;0,548951;1,576775;0;2,195806;50,926998;35,900002
30.06.2025 08:28:27;0,00584;0,035039;0,712469;1,860011;0;2,592919;51,014;33,43
30.06.2025 08:33:29;0;0,046565;0,942933;1,845121;0;2,840439;51,120998;36,549999
30.06.2025 08:38:31;0,005821;0,058206;0,989497;1,917878;0;2,980132;51,278;39,330002
30.06.2025 08:43:33;0,005821;0,058206;0,896368;2,069213;0;2,980132;51,431;41,330002
30.06.2025 08:48:35;0;0,535493;0,81488;1,818928;0;3,189673;51,492001;39,34
30.06.2025 08:53:37;0,043654;0,745033;1,210679;1,417309;0;3,306084;51,410999;19,99
30.06.2025 08:58:37;0,008789;0,046875;2,449219;1,066406;0;3,609375;51,499001;23,73
30.06.2025 09:03:39;0,043654;0,069847;2,409716;0,681007;0,014551;3,073262;51,424999;17,530001
30.06.2025 09:08:41;0;1,233961;1,059344;1,12337;0;3,422496;51,612999;23,23
30.06.2025 09:13:43;0;1,641401;0,942933;1,187397;0;3,77173;51,683998;22,42
30.06.2025 09:18:45;0;1,8393;1,036062;1,187397;0;4,051118;51,775002;23,030001
30.06.2025 09:23:47;0;1,315449;0,721751;1,204858;0;3,25952;51,853001;23,08
