Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
25.08.2025 00:09:00;0,00097;0,02993;0,285791;0;0,314808;0;53;-3,7
25.08.2025 00:14:02;0,011675;0,02692;0,175708;0;0,190987;0;53,099998;-3,8
25.08.2025 00:19:02;0,005871;0,03479;0,1604;0;0,189331;0;53,099998;-3,8
25.08.2025 00:24:05;0,011501;0,026469;0,198334;0;0,213381;0;53;-5,2
25.08.2025 00:29:07;0,010641;0,026193;0,312856;0;0,327953;0;53;-7,3
25.08.2025 00:34:09;0,001103;0,025829;0,351417;0;0,376154;0;53;-7
25.08.2025 00:39:11;0,000318;0,026556;0,34305;0;0,369788;0;53;-7
25.08.2025 00:44:12;0,000011;0,02847;0,291995;0;0,3201;0;53;-6
25.08.2025 00:49:14;0,001398;0,026556;0,288482;0;0,313765;0;53;-6
25.08.2025 00:54:17;0;0,027556;0,186369;0;0,213563;0;53;-3,8
25.08.2025 00:59:19;0,001683;0,022555;0,202629;0;0,22391;0;53;-5,2
25.08.2025 01:04:21;0,000023;0,019644;0,239735;0;0,259015;0;53;-4,8
25.08.2025 01:09:23;0,005423;0,02692;0,297213;0;0,318858;0;53;-7,4
25.08.2025 01:14:24;0;0,0292;0,364264;0;0,393464;0;53;-7,4
25.08.2025 01:19:25;0;0,02774;0,3128;0;0,340357;0;53;-6
25.08.2025 01:24:26;0,000422;0,02993;0,289075;0;0,319005;0;53;-6,1
25.08.2025 01:29:29;0,003388;0,026106;0,344818;0;0,367661;0;53;-7,7
25.08.2025 01:34:31;0;0,023282;0,282661;0;0,30558;0;53;-5,4
25.08.2025 01:39:32;0,000011;0,02263;0,260606;0;0,283783;0;53;-5,4
25.08.2025 01:44:35;0;0,027194;0,250909;0;0,277559;0;53;-5,2
25.08.2025 01:49:34;0,008359;0,027558;0,295786;0;0,314709;0;53;-7,5
25.08.2025 01:54:36;0,009845;0,0211;0,387796;0;0,399619;0;53;-7,1
25.08.2025 01:59:38;0,000807;0,025829;0,344505;0;0,369242;0;53;-6,7
25.08.2025 02:04:38;0,000011;0,025635;0,342041;0;0,367493;0;53;-6,8
25.08.2025 02:09:40;0,004479;0,025829;0,308126;0;0,32959;0;53;-6
25.08.2025 02:14:42;0;0,024374;0,243009;0;0,267201;0;53;-3,6
25.08.2025 02:19:44;0,017575;0,023646;0,181165;0;0,18735;0;53;-4,4
25.08.2025 02:24:46;0,004968;0,022918;0,17389;0;0,192079;0;53;-3,7
25.08.2025 02:29:49;0,005325;0,027919;0,166789;0;0,189451;0;53;-3,8
