Uhrzeit;Netzbezug [kW];Netzeinspeisung [kW];Stromverbrauch [kW];Akkubeladung [kW];Akkuentnahme [kW];Stromerzeugung [kW];Akku Spannung [V];Akku Stromstärke [A]
07.07.2025 00:08:40;0;0,02336;0,163517;0;0,178117;0;51,290001;-3,49
07.07.2025 00:13:43;0,008702;0,011603;0,290068;0;0,29877;0;51,230999;-6,83
07.07.2025 00:18:45;0;0,011641;0,337593;0;0,352145;0;51,202;-6,96
07.07.2025 00:23:47;0;0,023282;0,325952;0;0,343414;0;51,185001;-6,51
07.07.2025 00:28:50;0;0,011603;0,324876;0;0,336479;0;51,161999;-6,73
07.07.2025 00:33:51;0;0,01168;0,327035;0;0,338715;0;51,139;-6,53
07.07.2025 00:38:52;0;0,02336;0,256956;0;0,274476;0;51,145;-4,54
07.07.2025 00:43:55;0;0,011603;0,220452;0;0,234955;0;51,132999;-4,55
07.07.2025 00:48:55;0;0,011719;0,199219;0;0,210938;0;51,130001;-3,27
07.07.2025 00:53:57;0,00291;0,023282;0,162976;0;0,180438;0;51,097;-5,94
07.07.2025 00:58:58;0;0,01168;0,268636;0;0,289075;0;51,077;-5,47
07.07.2025 01:04:01;0;0,023205;0,266863;0;0,278465;0;51,058998;-5,31
07.07.2025 01:09:03;0;0,011641;0,256105;0;0,273567;0;51,043999;-5,19
07.07.2025 01:14:05;0,00291;0,011641;0,256105;0;0,267746;0;51,008999;-7,55
07.07.2025 01:19:07;0;0,023282;0,337593;0;0,360875;0;50,985001;-6,95
07.07.2025 01:24:07;0,00293;0,011719;0,257813;0;0,263672;0;50,98;-6,68
07.07.2025 01:29:09;0;0,023282;0,291029;0;0,30849;0;50,964001;-5,86
07.07.2025 01:34:11;0;0,011641;0,279387;0;0,296849;0;50,945999;-5,81
07.07.2025 01:39:12;0,00876;0,01168;0,327035;0;0,341635;0;50,903;-8,11
07.07.2025 01:44:15;0;0,023205;0,301671;0;0,327777;0;50,909;-5,41
07.07.2025 01:49:17;0;0,011641;0,267746;0;0,279387;0;50,894001;-5,55
07.07.2025 01:54:19;0;0,023282;0,267746;0;0,273567;0;50,877998;-5,54
07.07.2025 01:59:21;0;0,011641;0,256105;0;0,276477;0;50,865002;-5,42
07.07.2025 02:04:23;0;0,011641;0,325952;0;0,334683;0;50,828999;-6,7
07.07.2025 02:09:25;0;0,023282;0,232823;0;0,256105;0;50,835999;-4,81
07.07.2025 02:14:27;0;0,011641;0,221182;0;0,232823;0;50,827999;-4,48
07.07.2025 02:19:29;0;0,011641;0,174617;0;0,189169;0;50,832001;-3,17
07.07.2025 02:24:31;0,005821;0,023282;0,197899;0;0,209541;0;50,793999;-5,61
07.07.2025 02:29:33;0;0,011641;0,256105;0;0,276477;0;50,779999;-5,43
07.07.2025 02:34:35;0;0,023282;0,256105;0;0,270657;0;50,764999;-5,17
07.07.2025 02:39:37;0;0,011641;0,256105;0;0,264836;0;50,750999;-5,37
07.07.2025 02:44:38;0;0,01168;0,256956;0;0,280316;0;50,722;-6,49
07.07.2025 02:49:41;0;0,023205;0,266863;0;0,287167;0;50,726002;-4,22
07.07.2025 02:54:43;0;0,011641;0,197899;0;0,20663;0;50,722;-3,98
07.07.2025 02:59:44;0;0,01168;0,186877;0;0,207317;0;50,710999;-3,91
07.07.2025 03:04:46;0;0,023282;0,139694;0;0,151335;0;50,715;-3,15
07.07.2025 03:09:47;0,00584;0,01168;0,256956;0;0,259876;0;50,673;-5,38
07.07.2025 03:14:48;0,00876;0,01168;0,268636;0;0,289075;0;50,636002;-7,46
07.07.2025 03:19:51;0;0,023205;0,359684;0;0,368386;0;50,612;-7,18
07.07.2025 03:24:53;0;0,011641;0,337593;0;0,352145;0;50,594002;-6,86
07.07.2025 03:29:55;0,00291;0,011641;0,325952;0;0,346324;0;50,563999;-9,05
07.07.2025 03:34:57;0;0,023282;0,395799;0;0,40453;0;50,537998;-7,93
07.07.2025 03:39:59;0;0,011641;0,325952;0;0,349234;0;50,533001;-6,56
07.07.2025 03:45:01;0;0,023282;0,244464;0;0,256105;0;50,548;-4,27
07.07.2025 03:50:03;0;0,023282;0,151335;0;0,174617;0;50,560001;-3,15
07.07.2025 03:55:05;0,005821;0,011641;0,162976;0;0,174617;0;50,528999;-5,83
07.07.2025 04:00:07;0;0,011641;0,279387;0;0,285208;0;50,507;-5,77
07.07.2025 04:05:06;0;0,023516;0,270433;0;0,28807;0;50,487999;-5,61
07.07.2025 04:10:08;0;0,011641;0,314311;0;0,337593;0;50,457001;-6,7
