classification;forecast_state;da_price_sign;imbalance_price_sign;da_vs_imb;planned_grid_state;realized_grid_state;grid_transition;combination_key;step_count;day_count;model_day_count;physical_step_count;source_step_count;target_step_count;transfer_step_count;energy_kwh;physical_energy_kwh;source_energy_kwh;target_energy_kwh;transfer_energy_kwh;impact_total_eur;impact_delta_grid_fee_eur;impact_rebap_settlement_eur;impact_imbalance_da_reference_eur;impact_imbalance_spread_eur;physical_impact_total_eur;physical_impact_delta_grid_fee_eur;physical_impact_rebap_settlement_eur;physical_impact_imbalance_da_reference_eur;physical_impact_imbalance_spread_eur;source_impact_total_eur;source_impact_delta_grid_fee_eur;source_impact_rebap_settlement_eur;source_impact_imbalance_da_reference_eur;source_impact_imbalance_spread_eur;target_impact_total_eur;target_impact_delta_grid_fee_eur;target_impact_rebap_settlement_eur;target_impact_imbalance_da_reference_eur;target_impact_imbalance_spread_eur;transfer_impact_total_eur;transfer_impact_delta_grid_fee_eur;transfer_impact_rebap_settlement_eur;transfer_impact_imbalance_da_reference_eur;transfer_impact_imbalance_spread_eur;models;selected_cover_model_days
1.3.2.2.2;over;neg;pos;DA_lt_imb;import;import;import_to_import;over__da_neg__imb_pos__DA_lt_imb__plan_import__real_import;40;9;18;6;15;6;13;3,7402119016565094;0,048241051169840565;1,8207953162833337;0,48636864520000045;1,3848068890033347;-0,7095439717572447;-0,4801310018156446;-0,22941296994160004;0,05160994926650469;-0,2810229192081062;-0,008204953607188281;-0,006192703738672244;-0,0020122498685160384;0,0005274262945779826;-0,0025396761630942137;-0,32255019908111005;-0,23373549475129105;-0,088814704329819;0,029627283519860336;-0,11844198784968002;-0,10262408457199024;-0,062435142984323774;-0,04018894158766647;0,006132410994674677;-0,04632135258234135;-0,27616473449695605;-0,17776766034135752;-0,09839707415559854;0,015322828457391689;-0,11371990261299063;physical,source,target,transfer;
1.3.2.2.3;over;neg;pos;DA_lt_imb;import;no_flow;import_to_no_flow;over__da_neg__imb_pos__DA_lt_imb__plan_import__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.3.2.3.1;over;neg;pos;DA_lt_imb;no_flow;export;no_flow_to_export;over__da_neg__imb_pos__DA_lt_imb__plan_no_flow__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.3.2.3.2;over;neg;pos;DA_lt_imb;no_flow;import;no_flow_to_import;over__da_neg__imb_pos__DA_lt_imb__plan_no_flow__real_import;376;33;105;123;82;113;58;95,1315740098935;33,48868931895707;21,517002230292068;25,83983463245022;14,286047828194135;-16,684090441724603;-12,21204015565001;-4,472050286074592;1,2275073172120612;-5,69955760328667;-6,016981473557696;-4,298943047874513;-1,7180384256831824;0,4537927064203038;-2,1718311321034918;-3,6703990410823883;-2,7621375763025884;-0,9082614647797997;0,2761612336335836;-1,184422698413387;-4,454695468255714;-3,3170595717676297;-1,1376358964880848;0,3277760563294386;-1,4654119528175282;-2,542014458828803;-1,8338999597052785;-0,7081144991235246;0,16977732082873517;-0,8778918199522631;physical,source,target,transfer;physical:2025-08-10 [08:45,17:00]
1.3.2.3.3;over;neg;pos;DA_lt_imb;no_flow;no_flow;no_flow_to_no_flow;over__da_neg__imb_pos__DA_lt_imb__plan_no_flow__real_no_flow;82;18;36;41;28;9;4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;physical,source,target,transfer;physical:2025-08-10 [09:45,12:00,12:45]
1.4.1.1.1;over;pos;neg;DA_gt_imb;export;export;export_to_export;over__da_pos__imb_neg__DA_gt_imb__plan_export__real_export;363;50;120;167;108;50;38;94,42580392637745;42,51649800633414;40,48379416161999;6,845326330836665;4,580185427586665;1,7388222901866666;0,0;1,7388222901866666;-2,898812066468917;4,637634356655601;0,7749516012143381;0,0;0,7749516012143381;-1,482778684513254;2,2577302857276;0,7765860454848404;0,0;0,7765860454848404;-0,9082276913880565;1,6848137368729028;0,10181086418553478;0,0;0,10181086418553478;-0,3295048192052277;0,43131568339076476;0,0854737793019533;0,0;0,0854737793019533;-0,17830087136237885;0,2637746506643341;physical,source,target,transfer;physical:2025-08-10 [10:15,11:00,16:30,16:45,17:30]
1.4.1.1.2;over;pos;neg;DA_gt_imb;export;import;export_to_import;over__da_pos__imb_neg__DA_gt_imb__plan_export__real_import;192;46;87;89;70;21;12;93,14975317706477;40,12367844779804;40,10311355236667;8,686256054466721;4,236705122433334;-4,852117843312299;-6,611027978290122;1,7589101349778224;-3,0210069879230854;4,779917122900917;-2,315001327922691;-3,0027970453366226;0,6877957174139318;-1,2433397086581073;1,9311354260720437;-1,9537379883329735;-2,723318921576006;0,7695809332430327;-1,1122855765633044;1,88186650980634;-0,29469323818023246;-0,5265755740257413;0,2318823358455088;-0,49460038050661054;0,7264827163521203;-0,28868528887640227;-0,3583364373517516;0,0696511484753493;-0,17078132219506303;0,24043247067041304;physical,source,target,transfer;
1.4.1.1.3;over;pos;neg;DA_gt_imb;export;no_flow;export_to_no_flow;over__da_pos__imb_neg__DA_gt_imb__plan_export__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.1.2.1;over;pos;neg;DA_gt_imb;import;export;import_to_export;over__da_pos__imb_neg__DA_gt_imb__plan_import__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.1.2.2;over;pos;neg;DA_gt_imb;import;import;import_to_import;over__da_pos__imb_neg__DA_gt_imb__plan_import__real_import;39;9;20;8;13;9;9;4,572288006087173;0,3083736101505046;0,6402990364300012;1,9318143054833337;1,691801054023334;-0,46976119377030556;-0,5869446113414085;0,11718341757110295;-0,14500637528897156;0,262189792860076;-0,03316184621384575;-0,03958592033501987;0,006424074121174118;-0,02378598692532697;0,030210061046501438;-0,07505823896447465;-0,08219518730651859;0,007136948342043937;-0,033133307441396906;0,04027025578344134;-0,19712611735683847;-0,24798700239489518;0,050860885038056705;-0,05200690894408534;0,10286779398214235;-0,16441499123514666;-0,21717650130497487;0,0527615100698282;-0,03608017197816235;0,0888416820479909;physical,source,target,transfer;source:2025-09-24 [10:45,11:00,15:30,16:00,16:15,16:45]
1.4.1.2.3;over;pos;neg;DA_gt_imb;import;no_flow;import_to_no_flow;over__da_pos__imb_neg__DA_gt_imb__plan_import__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.1.3.1;over;pos;neg;DA_gt_imb;no_flow;export;no_flow_to_export;over__da_pos__imb_neg__DA_gt_imb__plan_no_flow__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.1.3.2;over;pos;neg;DA_gt_imb;no_flow;import;no_flow_to_import;over__da_pos__imb_neg__DA_gt_imb__plan_no_flow__real_import;539;55;167;121;109;156;153;118,52645927364945;28,552372603823446;30,962338479505995;31,159414656916674;27,852333533403336;-13,161655141988444;-15,215241576912511;2,053586434924068;-4,048059141633638;6,101645576557727;-3,0918287120270436;-3,6652680711528105;0,5734393591257669;-0,7255346690574971;1,2989740281832696;-3,487903249952596;-3,9746353906141803;0,4867321406615846;-1,016356402471966;1,5030885431335552;-3,443911227911953;-3,999934059508387;0,5560228315964343;-1,2048136558691727;1,760836487465613;-3,1380119520968517;-3,575404055637134;0,437392103540282;-1,1013544142350016;1,5387465177752895;physical,source,target,transfer;physical:2025-08-10 [18:00,18:15]
1.4.1.3.3;over;pos;neg;DA_gt_imb;no_flow;no_flow;no_flow_to_no_flow;over__da_pos__imb_neg__DA_gt_imb__plan_no_flow__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.2.1.1;over;pos;neg;DA_lt_imb;export;export;export_to_export;over__da_pos__imb_neg__DA_lt_imb__plan_export__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.2.1.2;over;pos;neg;DA_lt_imb;export;import;export_to_import;over__da_pos__imb_neg__DA_lt_imb__plan_export__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.2.1.3;over;pos;neg;DA_lt_imb;export;no_flow;export_to_no_flow;over__da_pos__imb_neg__DA_lt_imb__plan_export__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.2.2.1;over;pos;neg;DA_lt_imb;import;export;import_to_export;over__da_pos__imb_neg__DA_lt_imb__plan_import__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.2.2.2;over;pos;neg;DA_lt_imb;import;import;import_to_import;over__da_pos__imb_neg__DA_lt_imb__plan_import__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.2.2.3;over;pos;neg;DA_lt_imb;import;no_flow;import_to_no_flow;over__da_pos__imb_neg__DA_lt_imb__plan_import__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.2.3.1;over;pos;neg;DA_lt_imb;no_flow;export;no_flow_to_export;over__da_pos__imb_neg__DA_lt_imb__plan_no_flow__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.2.3.2;over;pos;neg;DA_lt_imb;no_flow;import;no_flow_to_import;over__da_pos__imb_neg__DA_lt_imb__plan_no_flow__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.4.2.3.3;over;pos;neg;DA_lt_imb;no_flow;no_flow;no_flow_to_no_flow;over__da_pos__imb_neg__DA_lt_imb__plan_no_flow__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.2.1.1.1;over;pos;pos;DA_gt_imb;export;export;export_to_export;over__da_pos__imb_pos__DA_gt_imb__plan_export__real_export;2000;86;318;592;393;525;490;404,2683324660168;138,39966755965818;108,31209171744607;83,88579609182638;73,67077709708617;-25,211696228049195;0,0;-25,211696228049195;-41,402510963743566;16,190814735694275;-8,289839601532952;0,0;-8,289839601532952;-13,210352511375069;4,9205129098420874;-5,545552716610338;0,0;-5,545552716610338;-9,156898033448435;3,611345316838078;-6,134160183344406;0,0;-6,134160183344406;-10,163591029369694;4,029430846025263;-5,2421437265614985;0,0;-5,2421437265614985;-8,87166938955037;3,629525662988847;physical,source,target,transfer;physical:2025-08-10 [10:00,18:30]|target:2025-07-21 [08:30,12:00,13:15,14:15,14:30,15:30,19:15]
1.2.1.1.2;over;pos;pos;DA_gt_imb;export;import;export_to_import;over__da_pos__imb_pos__DA_gt_imb__plan_export__real_import;670;84;238;183;119;172;196;177,47695477288082;66,81461527825101;35,46659548411667;37,27360911935982;37,922134891153334;-21,612307407580282;-11,611951364697319;-10,000356042882963;-16,461592350959123;6,461236308076128;-8,18569705259964;-4,972844764701772;-3,2128522878978676;-5,257430398624493;2,044578110726616;-3,945939823781503;-2,166283619597674;-1,779656204183829;-2,8854710769994405;1,1058148728156054;-4,61160426738162;-2,1498243828946415;-2,461779884486978;-4,176713762940513;1,714933878453528;-4,86906626381752;-2,3229985975032315;-2,5460676663142885;-4,1419771123946765;1,5959094460803782;physical,source,target,transfer;target:2025-07-21 [06:15,06:30,07:00,07:45,08:15,14:45,19:30]
1.2.1.1.3;over;pos;pos;DA_gt_imb;export;no_flow;export_to_no_flow;over__da_pos__imb_pos__DA_gt_imb__plan_export__real_no_flow;3;1;3;0;1;1;1;3,0955063113000003;0,0;1,3389771420000003;0,7757056935000001;0,9808234758;-0,1671573408101999;0,0;-0,1671573408101999;-0,273302252224677;0,10614491141447702;0,0;0,0;0,0;0,0;0,0;-0,072304765668;0,0;-0,072304765668;-0,11821829186718003;0,045913526199180016;-0,041888107449;0,0;-0,041888107449;-0,068487055679115;0,026598948230115008;-0,0529644676931999;0,0;-0,0529644676931999;-0,08659690467838199;0,033632436985182;source,target,transfer;target:2025-07-21 [15:15]
1.2.1.2.1;over;pos;pos;DA_gt_imb;import;export;import_to_export;over__da_pos__imb_pos__DA_gt_imb__plan_import__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.2.1.2.2;over;pos;pos;DA_gt_imb;import;import;import_to_import;over__da_pos__imb_pos__DA_gt_imb__plan_import__real_import;86;29;57;27;26;9;24;6,151407351593057;1,399646240837721;1,940066658138001;0,6454618550433342;2,166232597574;-1,1572080272677918;-0,7896561617239968;-0,367551865543795;-0,607496270655681;0,23994440511188173;-0,24840153596847434;-0,17967258793633695;-0,06872894803213737;-0,12094293565583993;0,052213987623701406;-0,353133493650134;-0,24904635690517413;-0,10408713674495991;-0,17530496046216773;0,0712178237172065;-0,1264112166830454;-0,08285793833191248;-0,0435532783511329;-0,08523354245966278;0,04168026410852933;-0,42926178096613804;-0,27807927855057324;-0,1511825024155648;-0,22601483207801054;0,07483232966244449;physical,source,target,transfer;source:2025-09-24 [15:00]
1.2.1.2.3;over;pos;pos;DA_gt_imb;import;no_flow;import_to_no_flow;over__da_pos__imb_pos__DA_gt_imb__plan_import__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.2.1.3.1;over;pos;pos;DA_gt_imb;no_flow;export;no_flow_to_export;over__da_pos__imb_pos__DA_gt_imb__plan_no_flow__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.2.1.3.2;over;pos;pos;DA_gt_imb;no_flow;import;no_flow_to_import;over__da_pos__imb_pos__DA_gt_imb__plan_no_flow__real_import;1755;89;313;399;393;488;475;254,1082640466783;51,49056390716953;50,91105033293355;82,15473496803747;69,55191483853775;-44,98923148001062;-32,6198778560664;-12,369353623944226;-21,05420052463706;8,684846900692754;-9,14056752806164;-6,609843688885234;-2,530723839176406;-4,101672883680081;1,5709490445036554;-8,796083447182761;-6,535451531380862;-2,2606319158018993;-4,0962994174108145;1,835667501608897;-14,652389822460174;-10,54620332798201;-4,106186494478164;-6,905122941337974;2,7989364468597873;-12,40019068230605;-8,928379307818293;-3,4718113744877566;-5,951105282208191;2,479293907720414;physical,source,target,transfer;source:2025-09-24 [07:15,07:30,07:45,08:00,08:15,08:30,15:45,19:00]|target:2025-07-21 [13:30,13:45,15:00,19:00]|transfer:2025-09-14 [07:00,07:15,08:15,16:45,17:00,17:15]
1.2.1.3.3;over;pos;pos;DA_gt_imb;no_flow;no_flow;no_flow_to_no_flow;over__da_pos__imb_pos__DA_gt_imb__plan_no_flow__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.2.2.1.1;over;pos;pos;DA_lt_imb;export;export;export_to_export;over__da_pos__imb_pos__DA_lt_imb__plan_export__real_export;1958;86;292;643;440;455;420;462,3955276679473;162,97239362985312;165,4339014668529;69,41479504223462;64,57443752900666;-58,9793360688235;0,0;-58,9793360688235;-32,991425138478625;-25,98791093034497;-20,04602294831231;0,0;-20,04602294831231;-11,442267888331422;-8,603755059980918;-19,392257565004964;0,0;-19,392257565004964;-9,438160585992376;-9,954096979012611;-10,101204572092247;0,0;-10,101204572092247;-6,422783710256638;-3,6784208618356313;-9,439850983413981;0,0;-9,439850983413981;-5,688212953898193;-3,751638029515809;physical,source,target,transfer;physical:2025-08-10 [07:00,07:15,07:30,08:15,08:30,09:00,09:15,17:45]|target:2025-07-21 [08:45,09:00,09:15,10:00,10:15,10:30,11:00,11:15,12:15,13:00,14:00]|transfer:2025-09-14 [09:00,17:30,17:45,18:45]
1.2.2.1.2;over;pos;pos;DA_lt_imb;export;import;export_to_import;over__da_pos__imb_pos__DA_lt_imb__plan_export__real_import;805;85;245;273;167;213;152;278,3530339396181;107,82908930274859;76,28640890753334;56,673396644906205;37,56413908443;-51,92690768031901;-18,278099425770087;-33,64880825454892;-17,437935221522352;-16,210873033026605;-19,434804667322826;-7,925090935037071;-11,509713732285755;-5,897780323036718;-5,611933409249049;-12,84882916505544;-4,4156855774302475;-8,433143587625192;-3,8708727112593015;-4,562270876365898;-11,854539749859313;-3,7168244984611594;-8,137715251398154;-4,618598740312475;-3,5191165110856875;-7,788734098081431;-2,220498414841611;-5,56823568323982;-3,050683446913856;-2,5175522363259706;physical,source,target,transfer;physical:2025-08-10 [06:45,07:45]|target:2025-07-21 [06:45,07:15,07:30,08:00,09:30,10:45,11:30,11:45,12:30,20:15]|transfer:2025-09-14 [18:30]
1.2.2.1.3;over;pos;pos;DA_lt_imb;export;no_flow;export_to_no_flow;over__da_pos__imb_pos__DA_lt_imb__plan_export__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.2.2.2.1;over;pos;pos;DA_lt_imb;import;export;import_to_export;over__da_pos__imb_pos__DA_lt_imb__plan_import__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.2.2.2.2;over;pos;pos;DA_lt_imb;import;import;import_to_import;over__da_pos__imb_pos__DA_lt_imb__plan_import__real_import;220;36;86;61;67;19;73;16,80463152293285;4,318753051034507;3,6444543474993405;2,5217585208979996;6,319665603501005;-4,213655829610698;-2,1572105485988806;-2,0564452810118166;-1,1505352406621838;-0,905910040349643;-1,1512915325938267;-0,5543983291612972;-0,5968932034325295;-0,32567196082001176;-0,27122124261252073;-0,8200095536951684;-0,46783860458848736;-0,352170949106681;-0,20639364595013338;-0,1457773031565505;-0,674796544751879;-0,3237181413276753;-0,3510784034242037;-0,18375040285236122;-0,1673280005718436;-1,5675581985698235;-0,811255473521421;-0,7563027250484023;-0,43471923103967736;-0,3215834940087281;physical,source,target,transfer;source:2025-09-24 [08:45,09:15,09:30,09:45,10:00,10:15,10:30,12:00,12:15,12:30,12:45,13:00,13:45,14:00,14:15,14:30,14:45,17:00,17:15,17:30,18:00,18:15,18:30]|target:2025-07-21 [05:45]|transfer:2025-09-14 [14:45]
1.2.2.2.3;over;pos;pos;DA_lt_imb;import;no_flow;import_to_no_flow;over__da_pos__imb_pos__DA_lt_imb__plan_import__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.2.2.3.1;over;pos;pos;DA_lt_imb;no_flow;export;no_flow_to_export;over__da_pos__imb_pos__DA_lt_imb__plan_no_flow__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
1.2.2.3.2;over;pos;pos;DA_lt_imb;no_flow;import;no_flow_to_import;over__da_pos__imb_pos__DA_lt_imb__plan_no_flow__real_import;2061;87;327;473;385;638;565;406,82802886451344;95,20706257507928;67,38187042013716;147,05751846785157;97,18157740144541;-102,2436007409587;-52,224514065619395;-50,019086675339295;-26,7424691663124;-23,276617509026995;-22,931716145800483;-12,221730622762905;-10,709985523037576;-5,6424444225140515;-5,067541100523547;-17,64703535404325;-8,649810705837607;-8,997224648205645;-4,649261973498541;-4,347962674707122;-37,03583514992902;-18,87777364599536;-18,158061503933656;-9,658484109746118;-8,499577394187567;-24,62901409118594;-12,475199091023523;-12,153815000162417;-6,792278660553688;-5,361536339608756;physical,source,target,transfer;physical:2025-08-10 [06:15,06:30,08:00]|source:2025-09-24 [09:00,13:15,13:30,17:45]|target:2025-07-21 [06:00,09:45,12:45,20:30,20:45]|transfer:2025-09-14 [07:30,07:45,08:00,08:30,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,12:00,15:45,18:15,19:00,19:15]
1.2.2.3.3;over;pos;pos;DA_lt_imb;no_flow;no_flow;no_flow_to_no_flow;over__da_pos__imb_pos__DA_lt_imb__plan_no_flow__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.1.1.1.1;under;neg;neg;DA_gt_imb;export;export;export_to_export;under__da_neg__imb_neg__DA_gt_imb__plan_export__real_export;2;2;2;1;0;1;0;0,3336008625274026;0,2074057028607358;0,0;0,12619515966666678;0,0;-0,010585943650072;0,0;-0,010585943650072;-0,0001209960028393169;-0,01046494764723277;-0,0065249834119987;0,0;-0,0065249834119987;-7,051793897265018e-05;-0,006454465473026099;0,0;0,0;0,0;0,0;0,0;-0,0040609602380733;0,0;-0,0040609602380733;-5,0478063866666716e-05;-0,00401048217420667;0,0;0,0;0,0;0,0;0,0;physical,target;
2.1.1.1.2;under;neg;neg;DA_gt_imb;export;import;export_to_import;under__da_neg__imb_neg__DA_gt_imb__plan_export__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.1.1.1.3;under;neg;neg;DA_gt_imb;export;no_flow;export_to_no_flow;under__da_neg__imb_neg__DA_gt_imb__plan_export__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.1.1.2.1;under;neg;neg;DA_gt_imb;import;export;import_to_export;under__da_neg__imb_neg__DA_gt_imb__plan_import__real_export;24;11;14;1;12;2;9;10,607825748597183;0,31035063467384955;6,30105470159;0,8885039315000001;3,1079164808333335;0,2047084684257812;0,5855543557424052;-0,380845887316624;-0,1015692982011795;-0,2792765891154455;0,013467402661867387;0,015832274498082086;-0,0023648718362147;-3,1035063467384956e-05;-0,0023338367727473485;0,06594116587983098;0,35367023638891865;-0,2877290705090877;-0,07221043895615879;-0,21551863155292947;0,05114548358104146;0,06043550675915506;-0,0092900231781136;-0,003092386137296666;-0,0061976370408170015;0,07415441630304138;0,1556163380962494;-0,081461921793208;-0,026235438044256668;-0,05522648374895168;physical,source,target,transfer;
2.1.1.2.2;under;neg;neg;DA_gt_imb;import;import;import_to_import;under__da_neg__imb_neg__DA_gt_imb__plan_import__real_import;18;6;13;1;7;3;7;4,76338718344829;0,10651917972162506;2,5554765130799995;0,22436169329999972;1,8770297973466663;0,039255761592785196;0,6114760127392576;-0,5722202511464723;-0,04144832901550205;-0,5307719221309714;0,01169900150882611;0,01367386710086501;-0,0019748655920389;-0,0005325958986081253;-0,0014422696934308032;0,009415926175610916;0,32804651998407974;-0,3186305938084688;-0,021519406584541597;-0,2971111872239275;0,024701210032578375;0,02880131056892107;-0,0041001005363427;-0,0018705196622523317;-0,002229580874090663;-0,006560376124230214;0,2409543150853917;-0,2475146912096219;-0,017525806870099997;-0,22998888433952233;physical,source,target,transfer;transfer:2025-09-14 [12:45]
