classification;forecast_state;da_price_sign;imbalance_price_sign;da_vs_imb;planned_grid_state;realized_grid_state;grid_transition;combination_key;step_count;day_count;model_day_count;physical_step_count;source_step_count;target_step_count;transfer_step_count;energy_kwh;physical_energy_kwh;source_energy_kwh;target_energy_kwh;transfer_energy_kwh;impact_total_eur;impact_delta_grid_fee_eur;impact_rebap_settlement_eur;impact_imbalance_da_reference_eur;impact_imbalance_spread_eur;physical_impact_total_eur;physical_impact_delta_grid_fee_eur;physical_impact_rebap_settlement_eur;physical_impact_imbalance_da_reference_eur;physical_impact_imbalance_spread_eur;source_impact_total_eur;source_impact_delta_grid_fee_eur;source_impact_rebap_settlement_eur;source_impact_imbalance_da_reference_eur;source_impact_imbalance_spread_eur;target_impact_total_eur;target_impact_delta_grid_fee_eur;target_impact_rebap_settlement_eur;target_impact_imbalance_da_reference_eur;target_impact_imbalance_spread_eur;transfer_impact_total_eur;transfer_impact_delta_grid_fee_eur;transfer_impact_rebap_settlement_eur;transfer_impact_imbalance_da_reference_eur;transfer_impact_imbalance_spread_eur;models;selected_cover_model_days
2.1.1.2.3;under;neg;neg;DA_gt_imb;import;no_flow;import_to_no_flow;under__da_neg__imb_neg__DA_gt_imb__plan_import__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.1.1.3.1;under;neg;neg;DA_gt_imb;no_flow;export;no_flow_to_export;under__da_neg__imb_neg__DA_gt_imb__plan_no_flow__real_export;350;34;105;31;73;123;123;79,00981014957327;7,746193530107394;16,087428369033333;25,526241039716666;29,649947210715876;-3,1054183977696868;0,0;-3,1054183977696868;-0,9747810510996844;-2,1306373466700195;-0,2657067235024124;0,0;-0,2657067235024124;-0,05985949237863465;-0,20584723112377923;-0,6035979269900121;0,0;-0,6035979269900121;-0,1892127603431397;-0,414385166646876;-0,9453025548554274;0,0;-0,9453025548554274;-0,31316822380624104;-0,6321343310491921;-1,2908111924218346;0,0;-1,2908111924218346;-0,41254057457166904;-0,8782706178501719;physical,source,target,transfer;transfer:2025-09-14 [14:00,15:00]
2.1.1.3.2;under;neg;neg;DA_gt_imb;no_flow;import;no_flow_to_import;under__da_neg__imb_neg__DA_gt_imb__plan_no_flow__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.1.1.3.3;under;neg;neg;DA_gt_imb;no_flow;no_flow;no_flow_to_no_flow;under__da_neg__imb_neg__DA_gt_imb__plan_no_flow__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.1.2.1.1;under;neg;neg;DA_lt_imb;export;export;export_to_export;under__da_neg__imb_neg__DA_lt_imb__plan_export__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.1.2.1.2;under;neg;neg;DA_lt_imb;export;import;export_to_import;under__da_neg__imb_neg__DA_lt_imb__plan_export__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.1.2.1.3;under;neg;neg;DA_lt_imb;export;no_flow;export_to_no_flow;under__da_neg__imb_neg__DA_lt_imb__plan_export__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.1.2.2.1;under;neg;neg;DA_lt_imb;import;export;import_to_export;under__da_neg__imb_neg__DA_lt_imb__plan_import__real_export;9;7;8;1;3;3;2;4,539596607014836;0,6821976744815028;2,227419696066667;0,8865757515999997;0,7434034848666665;0,12580249186749415;0,16348765908029117;-0,037685167212797;-0,07354428407742429;0,035859116864626964;0,006559482487631635;0,010100088418190534;-0,0035406059305589;-0,0070948558146076285;0,0035542498840486292;0,027848631123952063;0,048440750496645965;-0,0205921193726939;-0,033262737651752326;0,012670618279058328;0,07891581876679368;0,08834148866562058;-0,0094256698988269;-0,025712480071779675;0,016286810172952672;0,012478559489116779;0,016605331499834078;-0,004126772010717299;-0,007474210539284666;0,003347438528567333;physical,source,target,transfer;
2.1.2.2.2;under;neg;neg;DA_lt_imb;import;import;import_to_import;under__da_neg__imb_neg__DA_lt_imb__plan_import__real_import;17;7;11;2;6;1;8;4,694836896684599;0,2835635700746001;2,2168972517433323;0,21312680346666696;1,9812492713999992;0,5859758296619679;0,6026762124274028;-0,0167003827654348;-0,07312627483671327;0,05642589207127769;0,0355490172755864;0,0364010554904765;-0,0008520382148901;-0,001613867013981959;0,0007618287990918027;0,2764243580643015;0,2845831002062919;-0,008158742141990399;-0,03595867474082333;0,02779993259883256;0,026687738330096113;0,027359087761016112;-0,00067134943092;-0,0010464526050213347;0,0003751031741013339;0,24731471599198396;0,2543329689696182;-0,007018252977634299;-0,034507280476886656;0,027489027499251993;physical,source,target,transfer;transfer:2025-09-14 [15:15]
2.1.2.2.3;under;neg;neg;DA_lt_imb;import;no_flow;import_to_no_flow;under__da_neg__imb_neg__DA_lt_imb__plan_import__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.1.2.3.1;under;neg;neg;DA_lt_imb;no_flow;export;no_flow_to_export;under__da_neg__imb_neg__DA_lt_imb__plan_no_flow__real_export;201;30;85;19;34;60;88;39,70840522785094;2,9197263453926827;8,988649896341581;11,960864981866669;15,83916400425001;-0,36036478752244067;0,0;-0,36036478752244067;-0,7922572044799301;0,4318924169574806;-0,021901928732465003;0,0;-0,021901928732465003;-0,05417163892180085;0,03226971018933508;-0,0673154042152021;0,0;-0,0673154042152021;-0,15326890637270804;0,08595350215750422;-0,1082272545321226;0,0;-0,1082272545321226;-0,2098065450451184;0,10157929051299304;-0,16292020004265095;0,0;-0,16292020004265095;-0,3750101141403028;0,2120899140976483;physical,source,target,transfer;transfer:2025-09-14 [16:00]
2.1.2.3.2;under;neg;neg;DA_lt_imb;no_flow;import;no_flow_to_import;under__da_neg__imb_neg__DA_lt_imb__plan_no_flow__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.1.2.3.3;under;neg;neg;DA_lt_imb;no_flow;no_flow;no_flow_to_no_flow;under__da_neg__imb_neg__DA_lt_imb__plan_no_flow__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.1.1.1;under;neg;pos;DA_gt_imb;export;export;export_to_export;under__da_neg__imb_pos__DA_gt_imb__plan_export__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.1.1.2;under;neg;pos;DA_gt_imb;export;import;export_to_import;under__da_neg__imb_pos__DA_gt_imb__plan_export__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.1.1.3;under;neg;pos;DA_gt_imb;export;no_flow;export_to_no_flow;under__da_neg__imb_pos__DA_gt_imb__plan_export__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.1.2.1;under;neg;pos;DA_gt_imb;import;export;import_to_export;under__da_neg__imb_pos__DA_gt_imb__plan_import__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.1.2.2;under;neg;pos;DA_gt_imb;import;import;import_to_import;under__da_neg__imb_pos__DA_gt_imb__plan_import__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.1.2.3;under;neg;pos;DA_gt_imb;import;no_flow;import_to_no_flow;under__da_neg__imb_pos__DA_gt_imb__plan_import__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.1.3.1;under;neg;pos;DA_gt_imb;no_flow;export;no_flow_to_export;under__da_neg__imb_pos__DA_gt_imb__plan_no_flow__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.1.3.2;under;neg;pos;DA_gt_imb;no_flow;import;no_flow_to_import;under__da_neg__imb_pos__DA_gt_imb__plan_no_flow__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.1.3.3;under;neg;pos;DA_gt_imb;no_flow;no_flow;no_flow_to_no_flow;under__da_neg__imb_pos__DA_gt_imb__plan_no_flow__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.2.1.1;under;neg;pos;DA_lt_imb;export;export;export_to_export;under__da_neg__imb_pos__DA_lt_imb__plan_export__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.2.1.2;under;neg;pos;DA_lt_imb;export;import;export_to_import;under__da_neg__imb_pos__DA_lt_imb__plan_export__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.2.1.3;under;neg;pos;DA_lt_imb;export;no_flow;export_to_no_flow;under__da_neg__imb_pos__DA_lt_imb__plan_export__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.2.2.1;under;neg;pos;DA_lt_imb;import;export;import_to_export;under__da_neg__imb_pos__DA_lt_imb__plan_import__real_export;35;9;12;5;18;5;7;12,072374967580032;2,1770287680950333;6,679311120238332;1,4348234911666664;1,78121158808;0,8464610097526781;0,2836117980727436;0,5628492116799345;-0,15741328320900488;0,7202624948889413;0,09690958371332084;0,03464267855638384;0,062266905156937;-0,02440520344555786;0,08667210860249511;0,5637257691500263;0,18272872781327004;0,3809970413367562;-0,08353850947153976;0,4645355508082968;0,0989780045746384;0,020144007793760004;0,07883399678087841;-0,027209699433282997;0,10604369621416167;0,08684765231469264;0,04609638390932975;0,040751268405362896;-0,022259870858624263;0,06301113926398771;physical,source,target,transfer;
2.3.2.2.2;under;neg;pos;DA_lt_imb;import;import;import_to_import;under__da_neg__imb_pos__DA_lt_imb__plan_import__real_import;52;14;28;8;22;7;15;8,05858918861305;0,3370581238503819;4,763011915479334;0,7145527521333341;2,24396639715;1,2942996651888472;1,034481094142259;0,2598185710465881;-0,11298643126989974;0,37280500231649033;0,04876195233869971;0,04326815135867375;0,005493800980025967;-0,007062828309906806;0,01255662928993329;0,7811520700979754;0,611427839590083;0,16972423050789245;-0,059122816211354096;0,2288470467192474;0,09807573316288505;0,09172713679135638;0,006348596371528667;-0,010563406115849695;0,016912002487378702;0,366309909589287;0,288057966402146;0,078251943187141;-0,03623738063278914;0,1144893238199309;physical,source,target,transfer;transfer:2025-09-14 [12:15]
2.3.2.2.3;under;neg;pos;DA_lt_imb;import;no_flow;import_to_no_flow;under__da_neg__imb_pos__DA_lt_imb__plan_import__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.2.3.1;under;neg;pos;DA_lt_imb;no_flow;export;no_flow_to_export;under__da_neg__imb_pos__DA_lt_imb__plan_no_flow__real_export;319;38;105;43;61;86;129;61,62471691081039;7,7864063316783225;14,729851088320002;14,743231038308725;24,36522845250334;2,3318104437370764;0,0;2,3318104437370764;-0,827163058540829;3,158973502277921;0,2452845841923641;0,0;0,2452845841923641;-0,0729470917659467;0,3182316759583128;0,6119274122381824;0,0;0,6119274122381824;-0,23346940553581363;0,8453968177739991;0,556871224886401;0,0;0,556871224886401;-0,18505269711043137;0,7419239219968363;0,917727222420129;0,0;0,917727222420129;-0,3356938641286374;1,2534210865487727;physical,source,target,transfer;transfer:2025-09-14 [11:30,11:45]
2.3.2.3.2;under;neg;pos;DA_lt_imb;no_flow;import;no_flow_to_import;under__da_neg__imb_pos__DA_lt_imb__plan_no_flow__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.3.2.3.3;under;neg;pos;DA_lt_imb;no_flow;no_flow;no_flow_to_no_flow;under__da_neg__imb_pos__DA_lt_imb__plan_no_flow__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.1.1.1;under;pos;neg;DA_gt_imb;export;export;export_to_export;under__da_pos__imb_neg__DA_gt_imb__plan_export__real_export;270;44;111;40;64;81;85;44,80619274997252;6,125753731385842;13,852315517820003;12,447621763600003;12,38050173716667;-0,7367451399366468;0,0;-0,7367451399366468;2,0888564076532266;-2,825601547589884;-0,11717242750787366;0,0;-0,11717242750787366;0,3073962976645823;-0,42456872517245775;-0,18023413879473663;0,0;-0,18023413879473663;0,681027256147341;-0,8612613949420802;-0,23017900989091544;0,0;-0,23017900989091544;0,5626912045762261;-0,7928702144671443;-0,20915956374312109;0,0;-0,20915956374312109;0,5377416492650771;-0,7469012130082014;physical,source,target,transfer;
2.4.1.1.2;under;pos;neg;DA_gt_imb;export;import;export_to_import;under__da_pos__imb_neg__DA_gt_imb__plan_export__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.1.1.3;under;pos;neg;DA_gt_imb;export;no_flow;export_to_no_flow;under__da_pos__imb_neg__DA_gt_imb__plan_export__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.1.2.1;under;pos;neg;DA_gt_imb;import;export;import_to_export;under__da_pos__imb_neg__DA_gt_imb__plan_import__real_export;37;13;18;2;16;5;14;17,883084039165254;0,9646407580985851;7,887828303070001;3,354860275783334;5,675754702213333;0,27127299447561626;0,7125142299683711;-0,4412412354927548;0,4139775405106387;-0,8552187760033952;0,003058962546522536;0,019024576279232736;-0,015965613732710198;0,046101065509913164;-0,062066679242623435;0,1819785140005629;0,3758538237775963;-0,1938753097770334;0,1549281462168648;-0,34880345599389895;0,009213794221117875;0,08093417533730657;-0,0717203811161887;0,11202959464711103;-0,18374997576330004;0,07702172370741295;0,23670165457423545;-0,1596799308668225;0,10091873413674973;-0,2605986650035728;physical,source,target,transfer;
2.4.1.2.2;under;pos;neg;DA_gt_imb;import;import;import_to_import;under__da_pos__imb_neg__DA_gt_imb__plan_import__real_import;22;9;12;8;9;0;5;2,1436368199016194;0,18637422693828573;1,2309576853300004;0,0;0,7263049076333333;0,2400958659686409;0,27517865857077184;-0,03508279260213092;0,04843942762937944;-0,0835222202315109;0,020469356721423096;0,02392485951206815;-0,0034555027906450534;0,010971919406273935;-0,01442742219691919;0,13938358329819747;0,15801803806581252;-0,018634454767615067;0,024183397001684172;-0,04281785176929938;0,0;0,0;0,0;0,0;0,0;0,08024292594902036;0,09323576099289116;-0,0129928350438708;0,013284111221421336;-0,026276946265292336;physical,source,transfer;source:2025-09-24 [16:30]
2.4.1.2.3;under;pos;neg;DA_gt_imb;import;no_flow;import_to_no_flow;under__da_pos__imb_neg__DA_gt_imb__plan_import__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.1.3.1;under;pos;neg;DA_gt_imb;no_flow;export;no_flow_to_export;under__da_pos__imb_neg__DA_gt_imb__plan_no_flow__real_export;595;61;169;80;126;192;197;150,26734044393058;21,178418790742537;32,652246778863294;47,67472604411667;48,76194883020809;-2,914501302370826;-1,3506445069900447e-10;-2,9145013022357613;5,494022850684605;-8,408524152920393;-0,3487562767645269;0,0;-0,3487562767645269;0,8101446881356797;-1,1589009649002098;-0,8074213852201401;0,0;-0,8074213852201401;1,397246407582147;-2,2046677928022933;-0,7662723395251838;0,0;-0,7662723395251838;1,577150051095959;-2,3434223906211504;-0,9920513008609751;-1,3506445069900447e-10;-0,9920513007259107;1,709481703870819;-2,7015330045967385;physical,source,target,transfer;transfer:2025-09-14 [14:15,14:30,15:30,16:30]
2.4.1.3.2;under;pos;neg;DA_gt_imb;no_flow;import;no_flow_to_import;under__da_pos__imb_neg__DA_gt_imb__plan_no_flow__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.1.3.3;under;pos;neg;DA_gt_imb;no_flow;no_flow;no_flow_to_no_flow;under__da_pos__imb_neg__DA_gt_imb__plan_no_flow__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.2.1.1;under;pos;neg;DA_lt_imb;export;export;export_to_export;under__da_pos__imb_neg__DA_lt_imb__plan_export__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.2.1.2;under;pos;neg;DA_lt_imb;export;import;export_to_import;under__da_pos__imb_neg__DA_lt_imb__plan_export__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.2.1.3;under;pos;neg;DA_lt_imb;export;no_flow;export_to_no_flow;under__da_pos__imb_neg__DA_lt_imb__plan_export__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.2.2.1;under;pos;neg;DA_lt_imb;import;export;import_to_export;under__da_pos__imb_neg__DA_lt_imb__plan_import__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.2.2.2;under;pos;neg;DA_lt_imb;import;import;import_to_import;under__da_pos__imb_neg__DA_lt_imb__plan_import__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.2.2.3;under;pos;neg;DA_lt_imb;import;no_flow;import_to_no_flow;under__da_pos__imb_neg__DA_lt_imb__plan_import__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.2.3.1;under;pos;neg;DA_lt_imb;no_flow;export;no_flow_to_export;under__da_pos__imb_neg__DA_lt_imb__plan_no_flow__real_export;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.2.3.2;under;pos;neg;DA_lt_imb;no_flow;import;no_flow_to_import;under__da_pos__imb_neg__DA_lt_imb__plan_no_flow__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.4.2.3.3;under;pos;neg;DA_lt_imb;no_flow;no_flow;no_flow_to_no_flow;under__da_pos__imb_neg__DA_lt_imb__plan_no_flow__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.2.1.1.1;under;pos;pos;DA_gt_imb;export;export;export_to_export;under__da_pos__imb_pos__DA_gt_imb__plan_export__real_export;1334;80;283;345;354;323;312;193,68474907519624;34,698206312277335;67,320838368768;41,699054490784654;49,96664990336626;12,542302280688153;0,0;12,542302280688153;21,39284851569465;-8,850546235006435;2,4013582582664603;0,0;2,4013582582664603;4,117538019589449;-1,7161797613229737;4,567986494600739;0,0;4,567986494600739;7,715003956996571;-3,1470174623958145;2,5114882366162843;0,0;2,5114882366162843;4,413719144769338;-1,9022309081530393;3,061469291204668;0,0;3,061469291204668;5,14658739433929;-2,085118103134607;physical,source,target,transfer;physical:2025-08-10 [18:45,19:45]|target:2025-07-21 [15:45,16:30,16:45,17:15,17:30,17:45,18:30,18:45,19:45,20:00]|transfer:2025-09-14 [19:30]
2.2.1.1.2;under;pos;pos;DA_gt_imb;export;import;export_to_import;under__da_pos__imb_pos__DA_gt_imb__plan_export__real_import;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.2.1.1.3;under;pos;pos;DA_gt_imb;export;no_flow;export_to_no_flow;under__da_pos__imb_pos__DA_gt_imb__plan_export__real_no_flow;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
2.2.1.2.1;under;pos;pos;DA_gt_imb;import;export;import_to_export;under__da_pos__imb_pos__DA_gt_imb__plan_import__real_export;78;32;46;15;42;7;14;20,64219377454438;1,8276696013239153;10,477690492127135;3,546926983946666;4,789906697146667;1,7050897339521742;0,9441783695012647;0,7609113644509096;1,3195936384283549;-0,5586822739774422;0,1539125660395945;0,10822243809686051;0,045690127942734;0,11703257523395263;-0,07134244729121807;1,055946692741069;0,49931265233027994;0,5566340404107891;0,8561512737390499;-0,2995172333282589;0,14956276354923875;0,13403377182977974;0,015528991719458998;0,07944329744107667;-0,06391430572161733;0,34566771162227194;0,20260950724434446;0,1430582043779275;0,2669664920142758;-0,1239082876363478;physical,source,target,transfer;
