datetime,Last [W],Reale Erzeugung [W],solar_elevation_deg,DA Preis [EUR/MWh],reBAP unterdeckt [EUR/MWh],reBAP ueberdeckt [EUR/MWh]
2025-07-07 00:00:00,"120,22900000000025","0,0","-16,661326661872007","110,2","164,4","164,4"
2025-07-07 00:15:00,"263,7260000000003","0,0","-17,406138104313843","103,71","54,52","54,52"
2025-07-07 00:30:00,"325,95433333333364","0,0","-18,00255966441061","96,7","157,59","157,59"
2025-07-07 00:45:00,"225,5423333333336","0,0","-18,446613933979886","81,5","122,81","122,81"
2025-07-07 01:00:00,"232,82500000000027","0,0","-18,73525696782296","103,63","131,45","131,45"
2025-07-07 01:15:00,"283,2676666666669","0,0","-18,86647130182299","90,0","113,89","113,89"
2025-07-07 01:30:00,"276,0763333333336","0,0","-18,839329933984864","84,76","130,26","130,26"
2025-07-07 01:45:00,"298,8173333333336","0,0","-18,654026236045787","80,8","66,65","66,65"
2025-07-07 02:00:00,"283,2676666666669","0,0","-18,31186775842736","90,1","74,51","74,51"
2025-07-07 02:15:00,"209,54066666666694","0,0","-17,8152341812958","81,72","65,06","65,06"
2025-07-07 02:30:00,"236,70300000000026","0,0","-17,167502780474724","87,3","53,36","53,36"
2025-07-07 02:45:00,"259,97466666666696","0,0","-16,372947009046992","86,1","76,79","76,79"
2025-07-07 03:00:00,"174,82333333333358","0,0","-15,436614894133228","95,03","112,46","112,46"
2025-07-07 03:15:00,"295,09200000000027","0,0","-14,364195639184462","85,0","95,85","95,85"
2025-07-07 03:30:00,"353,1146666666669","0,0","-13,161882096616711","82,4","120,65","120,65"
2025-07-07 03:45:00,"240,5836666666669","0,0","-11,836235542086904","79,4","94,17","94,17"
2025-07-07 04:00:00,"237,59866666666687","0,0","-10,39405936097765","84,7","89,56","89,56"
2025-07-07 04:15:00,"314,2873333333336","0,0","-8,842285585776843","84,7","77,81","77,81"
2025-07-07 04:30:00,"155,1910000000003","0,0","-7,187876294564743","89,48","52,9","52,9"
2025-07-07 04:45:00,"244,46400000000025","0,0","-5,437742368185586","88,9","51,69","51,69"
2025-07-07 05:00:00,"244,46400000000025","0,0","-3,598679317942782","86,8","84,85","84,85"
2025-07-07 05:15:00,"249,13900000000024","0,0","-1,6773187126020872","93,1","103,14","103,14"
2025-07-07 05:30:00,"725,2340000000004","0,0","0,711564061975146","101,99","154,34","154,34"
2025-07-07 05:45:00,"4140,924333333334","23,36033333333215","2,617375763001948","107,1","131,89","131,89"
2025-07-07 06:00:00,"1261,553333333334","62,19166666666548","4,672203008769203","104,77","156,85","156,85"
2025-07-07 06:15:00,"264,16233333333395","124,32699999999882","6,819588505534386","113,6","130,27","130,27"
2025-07-07 06:30:00,"244,4273333333339","186,20799999999883","9,03521394647205","122,1","141,91","141,91"
2025-07-07 06:45:00,"279,3873333333339","256,1053333333321","11,30612732520647","126,6","65,48","65,48"
2025-07-07 07:00:00,"388,4893333333339","318,5523333333322","13,62360692826299","139,79","152,46","152,46"
2025-07-07 07:15:00,"559,8706666666673","341,86033333333216","15,980753226787362","125,1","154,9","154,9"
2025-07-07 07:30:00,"782,5480000000007","459,4063333333322","18,37155301409201","112,0","156,51","156,51"
2025-07-07 07:45:00,"423,6730000000007","846,5233333333321","20,790477290190157","108,4","66,33","66,33"
2025-07-07 08:00:00,"341,914333333334","1064,7009999999989","23,23208677337512","149,97","99,25","99,25"
2025-07-07 08:15:00,"519,9710000000006","760,5543333333321","25,69114041759468","122,04","107,46","107,46"
2025-07-07 08:30:00,"597,5786666666673","1396,9373333333326","28,162270110831976","100,7","125,05","125,05"
2025-07-07 08:45:00,"598,3806666666674","2325,7969999999987","30,639931406400105","71,6","121,72","121,72"
2025-07-07 09:00:00,"1486,1856666666672","1971,233333333332","33,11827868968837","144,95","68,09","68,09"
2025-07-07 09:15:00,"845,3766666666672","2366,896333333332","35,59103338703847","99,9","41,44","41,44"
2025-07-07 09:30:00,"610,1770000000005","1858,392333333332","38,05132216877063","80,28","59,05","59,05"
2025-07-07 09:45:00,"490,01466666666715","926,4799999999988","40,49150057871648","48,0","54,36","54,36"
2025-07-07 10:00:00,"497,69733333333386","1578,5389999999986","42,90292923464376","124,92","87,01","87,01"
2025-07-07 10:15:00,"536,4240000000005","4306,187999999999","45,27570144611472","84,6","64,67","64,67"
2025-07-07 10:30:00,"473,3716666666672","3810,488333333333","47,5983438586198","70,6","44,5","44,5"
2025-07-07 10:45:00,"376,75800000000055","2726,1156666666657","49,85746324600282","55,41","12,46","12,46"
2025-07-07 11:00:00,"617,5736666666672","1988,7919999999992","52,03715424900607","109,92","97,73","97,73"
2025-07-07 11:15:00,"1187,4285000000007","2725,9134999999987","54,11879259401497","77,21","105,33","105,33"
2025-07-07 11:30:00,"1340,2010000000007","3690,203666666666","56,0804111314274","64,5","65,71","65,71"
2025-07-07 11:45:00,"885,5003333333337","4614,069333333332","57,89640523219791","49,1","49,45","49,45"
2025-07-07 12:00:00,"667,5333333333339","3907,667999999999","59,53746597553614","76,4","82,74","82,74"
2025-07-07 12:15:00,"700,0130000000006","4573,299999999998","60,971035458631086","55,31","18,75","18,75"
2025-07-07 12:30:00,"622,1803333333339","4257,502333333332","62,16258093481312","41,8","49,69","49,69"
2025-07-07 12:45:00,"576,1306666666671","3180,9513333333325","63,07795089225876","39,2","48,72","48,72"
2025-07-07 13:00:00,"1768,2416666666672","3602,849999999999","63,68680615508014","62,55","54,08","54,08"
2025-07-07 13:15:00,"612,3616666666671","2457,4899999999984","63,96665075056202","42,1","89,85","89,85"
2025-07-07 13:30:00,"1583,7536666666672","661,5333333333322","63,90645171544352","34,6","46,14","46,14"
2025-07-07 13:45:00,"722,664666666667","581,7789999999989","63,50865622581637","26,7","35,26","35,26"
2025-07-07 14:00:00,"296,5766666666671","850,6283333333321","62,788550024016985","43,6","71,22","71,22"
2025-07-07 14:15:00,"369,36333333333374","660,3706666666654","61,77187947002689","40,6","90,63","90,63"
2025-07-07 14:30:00,"457,90133333333375","667,4299999999987","60,49076562453142","39,1","101,83","101,83"
2025-07-07 14:45:00,"248,3443333333338","1311,5686666666654","58,97982528295287","36,9","77,85","77,85"
2025-07-07 15:00:00,"330,5826666666671","2116,566999999998","57,27309784288136","27,9","95,28","95,28"
2025-07-07 15:15:00,"356,99733333333376","2080,0263333333323","55,40209435185658","33,4","140,05","140,05"
2025-07-07 15:30:00,"381,0766666666671","3476,434333333332","53,39483012289445","37,4","110,0","110,0"
2025-07-07 15:45:00,"2087,644666666667","3081,0223333333315","51,27559893386872","83,58","107,06","107,06"
2025-07-07 16:00:00,"2079,1406666666676","2228,9669999999987","49,06515514755487","25,01","100,91","100,91"
2025-07-07 16:15:00,"1195,1573333333336","2995,653999999998","46,78111011825788","34,5","106,43","106,43"
2025-07-07 16:30:00,"717,4863333333337","4575,263333333332","44,43838765709623","74,6","94,12","94,12"
2025-07-07 16:45:00,"613,757666666667","4879,508333333331","42,04978409621203","104,97","105,01","105,01"
2025-07-07 17:00:00,"644,0703333333337","4238,255999999999","39,62598736577794","40,02","72,69","72,69"
2025-07-07 17:15:00,"675,1863333333336","3243,998666666666","37,17652426856209","59,9","66,8","66,8"
2025-07-07 17:30:00,"906,2943333333336","746,502666666665","34,70964298396098","73,9","60,58","60,58"
2025-07-07 17:45:00,"800,652666666667","652,8569999999986","32,232689640870305","123,65","13,21","13,21"
2025-07-07 18:00:00,"575,0183333333337","295,14099999999854","29,752304636791123","52,5","89,75","89,75"
2025-07-07 18:15:00,"840,4160000000003","326,6009999999985","27,274595115236615","75,08","112,53","112,53"
2025-07-07 18:30:00,"1210,495666666667","845,8259999999985","24,80528410837173","94,3","120,89","120,89"
2025-07-07 18:45:00,"2205,686666666667","674,3973333333319","22,34983580336994","137,1","31,47","31,47"
2025-07-07 19:00:00,"4978,263000000001","667,3536666666652","19,91357391082401","73,71","54,16","54,16"
2025-07-07 19:15:00,"527,7743333333339","551,1463333333319","17,501783159120595","85,6","47,43","47,43"
2025-07-07 19:30:00,"761,3773333333338","310,8003333333318","15,119883808267137","110,05","57,64","57,64"
2025-07-07 19:45:00,"1188,9476666666674","272,0169999999986","12,774008590368494","150,0","40,15","40,15"
2025-07-07 20:00:00,"1104,5116666666675","388,7109999999985","10,469661275796629","87,9","56,68","56,68"
2025-07-07 20:15:00,"922,910333333334","333,7456666666651","8,214603124306398","118,2","61,86","61,86"
2025-07-07 20:30:00,"896,3680000000007","124,17233333333188","6,018764483976157","122,8","54,61","54,61"
2025-07-07 20:45:00,"360,92966666666723","62,18933333333187","3,8981141288165007","138,73","82,36","82,36"
2025-07-07 21:00:00,"453,9306666666673","0,0","1,8856980143009416","141,22","115,18","115,18"
2025-07-07 21:15:00,"442,4436666666673","0,0","0,05590107766877","124,7","59,46","59,46"
2025-07-07 21:30:00,"431,6536666666673","0,0","-2,4135516709274025","105,01","71,2","71,2"
2025-07-07 21:45:00,"868,7476666666672","0,0","-4,310269574675793","91,7","83,93","83,93"
2025-07-07 22:00:00,"399,67933333333394","0,0","-6,122503433032897","137,75","162,44","162,44"
2025-07-07 22:15:00,"322,0716666666673","0,0","-7,843549408704631","108,5","307,31","307,31"
2025-07-07 22:30:00,"500,08233333333385","0,0","-9,466552417064667","99,2","73,85","73,85"
2025-07-07 22:45:00,"458,2866666666673","0,0","-10,984559351106276","87,8","50,83","50,83"
2025-07-07 23:00:00,"334,0350000000006","0,0","-12,390589107544605","136,83","63,39","63,39"
2025-07-07 23:15:00,"431,7666666666672","0,0","-13,67772036083863","93,3","96,11","96,11"
2025-07-07 23:30:00,"299,4646666666672","0,0","-14,83919533190156","85,2","107,75","107,75"
2025-07-07 23:45:00,"298,7893333333339","0,0","-15,868538522165402","74,6","144,13","144,13"
2025-07-08 00:00:00,"337,2343333333339","0,0","-16,759687536698614","107,47","71,17","71,17"
2025-07-08 00:15:00,"178,7980000000006","0,0","-17,507130277999416","99,3","57,44","57,44"
2025-07-08 00:30:00,"248,34433333333394","0,0","-18,106042872511523","89,1","63,91","63,91"
2025-07-08 00:45:00,"299,0860000000006","0,0","-18,552421107020425","82,91","100,58","100,58"
2025-07-08 01:00:00,"155,03733333333392","0,0","-18,84319680168229","102,7","112,1","112,1"
2025-07-08 01:15:00,"252,4973333333339","0,0","-18,976331789790382","87,43","111,61","111,61"
2025-07-08 01:30:00,"356,5853333333339","0,0","-18,950882725640483","87,4","119,29","119,29"
2025-07-08 01:45:00,"239,04950000000085","0,0","-18,767031612552174","81,5","110,82","110,82"
2025-07-08 02:00:00,"302,2856666666673","0,0","-18,426079961005502","77,4","109,37","109,37"
2025-07-08 02:15:00,"279,3873333333339","0,0","-17,930406803825196","92,9","103,4","103,4"
2025-07-08 02:30:00,"190,15233333333393","0,0","-17,2833939417655","90,9","116,75","116,75"
2025-07-08 02:45:00,"217,80866666666722","0,0","-16,489324054766307","88,7","148,13","148,13"
2025-07-08 03:00:00,"321,70033333333384","0,0","-15,55325843671252","96,0","136,53","136,53"
2025-07-08 03:15:00,"175,24000000000052","0,0","-14,480902812193865","87,8","89,17","89,17"
2025-07-08 03:30:00,"271,42200000000054","0,0","-13,278468972945925","86,1","101,31","101,31"
2025-07-08 03:45:00,"341,4733333333338","0,0","-11,95253872927587","73,16","94,29","94,29"
2025-07-08 04:00:00,"244,90400000000056","0,0","-10,509936841278614","69,95","116,51","116,51"
2025-07-08 04:15:00,"209,59333333333387","0,0","-8,957616901655088","88,8","146,84","146,84"
2025-07-08 04:30:00,"310,43066666666726","0,0","-7,302562203329124","92,5","128,92","128,92"
2025-07-08 04:45:00,"209,4523333333339","0,0","-5,551704091937876","96,4","78,91","78,91"
2025-07-08 05:00:00,"221,7250000000006","0,0","-3,711857513885619","78,0","70,1","70,1"
2025-07-08 05:15:00,"248,9023333333339","0,0","-1,7896722733524055","87,3","70,33","70,33"
2025-07-08 05:30:00,"143,5753333333339","0,0","0,6167767310373289","103,31","55,55","55,55"
2025-07-08 05:45:00,"388,18200000000064","0,0","2,514427401428532","95,07","58,32","58,32"
2025-07-08 06:00:00,"422,96466666666726","0,0","4,566471640323297","77,51","91,63","91,63"
2025-07-08 06:15:00,"221,2626666666673","7,760666666665196","6,713073646993186","90,07","103,54","103,54"
2025-07-08 06:30:00,"256,9226666666672","15,521666666665196","8,928671936246634","124,2","106,79","106,79"
2025-07-08 06:45:00,"357,3843333333339","171,09833333333188","11,199866023310236","131,8","104,06","104,06"
2025-07-08 07:00:00,"268,2120000000006","412,40699999999856","13,517749411108756","122,9","125,93","125,93"
2025-07-08 07:15:00,"1117,6016666666674","514,0789999999985","15,875353802540868","123,8","119,91","119,91"
2025-07-08 07:30:00,"383,7990000000006","240,3016666666652","18,26659059999028","118,4","127,54","127,54"
2025-07-08 07:45:00,"252,22466666666728","473,4063333333318","20,686027952809013","97,98","91,64","91,64"
2025-07-08 08:00:00,"398,0413333333339","624,3596666666652","23,12794076538457","144,3","123,29","123,29"
2025-07-08 08:15:00,"337,1830000000006","721,1616666666653","25,58720858016735","122,41","91,32","91,32"
2025-07-08 08:30:00,"405,1653333333339","1026,6273333333318","28,0584498355783","96,0","100,74","100,74"
2025-07-08 08:45:00,"1498,355666666667","1073,0479999999984","30,53610618593934","65,1","92,33","92,33"
2025-07-08 09:00:00,"416,68700000000064","1713,0519999999983","33,01431887146497","133,0","75,73","75,73"
2025-07-08 09:15:00,"418,6586666666672","1876,055333333332","35,48679593054685","106,75","69,16","69,16"
2025-07-08 09:30:00,"1385,2960000000005","2351,510666666665","37,94665280182524","89,95","34,39","34,39"
2025-07-08 09:45:00,"600,7090000000007","1700,4349999999988","40,38623380275437","63,5","74,67","74,67"
2025-07-08 10:00:00,"509,49400000000065","1555,2049999999988","42,796889965345976","111,98","141,18","141,18"
2025-07-08 10:15:00,"438,4830000000007","2925,806999999999","45,16871316067018","92,46","145,54","145,54"
2025-07-08 10:30:00,"750,5763333333341","2323,458666666665","47,49022221331955","79,97","142,55","142,55"
2025-07-08 10:45:00,"660,2450000000008","4100,131333333332","49,74802639037105","63,2","85,93","85,93"
2025-07-08 11:00:00,"620,8143333333342","3763,4296666666655","51,92623552952568","100,2","32,39","32,39"
2025-07-08 11:15:00,"407,5330000000008","1427,8356666666652","54,00627355801176","81,6","16,87","16,87"
2025-07-08 11:30:00,"443,84900000000084","1542,2919999999986","55,96623243005754","71,1","59,5","59,5"
2025-07-08 11:45:00,"753,3613333333342","2489,020999999999","57,78060426941587","59,91","56,31","56,31"
2025-07-08 12:00:00,"2968,491333333334","2335,988999999998","59,420219215348894","78,0","115,3","115,3"
2025-07-08 12:15:00,"4870,755666666668","2297,871666666665","60,852706493436685","62,42","122,73","122,73"
2025-07-08 12:30:00,"2161,728000000001","1382,0303333333318","62,04375334559856","57,42","109,11","109,11"
2025-07-08 12:45:00,"477,6993333333343","2578,0939999999982","62,95944452027269","43,77","73,97","73,97"
2025-07-08 13:00:00,"473,8906666666676","3014,721333333332","63,569646014352834","68,0","11,94","11,94"
2025-07-08 13:15:00,"408,2780000000009","2450,054666666665","63,85198167752416","57,48","19,11","19,11"
2025-07-08 13:30:00,"329,77033333333424","2925,2906666666654","63,79540099903588","54,93","14,41","14,41"
2025-07-08 13:45:00,"567,1936666666676","2626,2279999999982","63,40227479203004","46,38","0,76","0,76"
2025-07-08 14:00:00,"493,39600000000087","3224,9909999999986","62,6874447223258","49,1","-32,57","-32,57"
2025-07-08 14:15:00,"370,2920000000009","3811,620666666665","61,67642003835218","49,7","-16,72","-16,72"
2025-07-08 14:30:00,"431,65666666666755","2354,7479999999987","60,40100768282557","51,0","-27,29","-27,29"
2025-07-08 14:45:00,"345,3543333333342","1629,7596666666657","58,89557177007499","49,95","-18,19","-18,19"
2025-07-08 15:00:00,"252,22466666666753","2708,505666666665","57,19397415173044","40,95","-107,83","-107,83"
2025-07-08 15:15:00,"407,8970000000009","3791,899666666665","55,3276091591249","52,41","-112,53","-112,53"
2025-07-08 15:30:00,"337,1576666666676","3931,120333333332","53,32445083283176","59,95","-118,14","-118,14"
2025-07-08 15:45:00,"342,06833333333424","3016,8666666666654","51,208782512211314","71,0","-65,41","-65,41"
2025-07-08 16:00:00,"425,2553333333342","2963,969666666665","49,00137328131511","47,41","113,25","113,25"
2025-07-08 16:15:00,"329,8990000000009","1799,947666666665","46,71986394263092","57,46","-0,13","-0,13"
2025-07-08 16:30:00,"314,9833333333342","1921,0989999999983","44,37921329106806","71,24","-7,5","-7,5"
2025-07-08 16:45:00,"434,6026666666676","2180,773999999998","41,9923906254057","93,7","-12,6","-12,6"
2025-07-08 17:00:00,"356,05600000000135","1365,9004999999972","39,56987540446845","54,98","42,49","42,49"
2025-07-08 17:15:00,"279,6966666666675","1390,7233333333313","37,12133151186848","83,1","28,49","28,49"
2025-07-08 17:30:00,"396,22433333333424","1530,3656666666648","34,65504670174152","92,46","67,71","67,71"
2025-07-08 17:45:00,"453,54333333333426","3067,5756666666653","32,17839513268733","112,48","76,98","76,98"
2025-07-08 18:00:00,"403,9850000000009","3870,7119999999977","29,698042291008964","37,52","34,71","34,71"
2025-07-08 18:15:00,"379,88033333333425","2123,6569999999983","27,22012044521148","80,15","21,11","21,11"
2025-07-08 18:30:00,"721,7843333333343","3089,279666666665","24,75037130164791","112,4","79,47","79,47"
2025-07-08 18:45:00,"310,4303333333342","2421,357333333332","22,29427874235115","146,4","45,55","45,55"
2025-07-08 19:00:00,"450,6333333333343","583,2536666666649","19,857186238942703","67,51","-29,67","-29,67"
2025-07-08 19:15:00,"612,7316666666675","193,94366666666488","17,444413971059923","92,3","-2,85","-2,85"
2025-07-08 19:30:00,"295,27200000000084","372,9319999999983","15,06139904853016","139,94","22,8","22,8"
2025-07-08 19:45:00,"404,81933333333427","303,68233333333154","12,714113622872656","169,95","32,42","32,42"
2025-07-08 20:00:00,"427,3186666666676","248,6019999999982","10,408414009119785","105,08","29,25","29,25"
2025-07-08 20:15:00,"326,3260000000009","707,2089999999984","8,15215585448728","129,53","50,88","50,88"
2025-07-08 20:30:00,"442,2636666666676","256,1843333333315","5,955425189848658","144,95","73,43","73,43"
2025-07-08 20:45:00,"380,5870000000009","116,48866666666488","3,834783456335311","142,48","29,18","29,18"
2025-07-08 21:00:00,"341,1533333333343","7,734999999998187","1,8249912270449569","154,91","60,97","60,97"
2025-07-08 21:15:00,"558,7653333333342","0,0","0,0033575029554564","137,85","58,77","58,77"
2025-07-08 21:30:00,"830,4013333333344","0,0","-2,4900240798746047","105,08","38,03","38,03"
2025-07-08 21:45:00,"473,4066666666676","0,0","-4,389403153942352","120,8","61,09","61,09"
2025-07-08 22:00:00,"556,2656666666676","0,0","-6,204392496156298","139,7","110,58","110,58"
2025-07-08 22:15:00,"396,80766666666756","0,0","-7,928272557019103","120,4","120,62","120,62"
2025-07-08 22:30:00,"419,0810000000009","0,0","-9,554170287097138","115,22","132,01","132,01"
2025-07-08 22:45:00,"465,6456666666675","0,0","-11,075112222314084","97,3","146,18","146,18"
2025-07-08 23:00:00,"221,18166666666758","0,0","-12,484094473496024","120,3","118,29","118,29"
2025-07-08 23:15:00,"1971,2333333333343","0,0","-13,774170598511384","105,9","67,27","67,27"
2025-07-08 23:30:00,"1055,338000000001","0,0","-14,938555627679758","96,7","97,85","97,85"
2025-07-08 23:45:00,"232,8230000000009","0,0","-15,97074523387343","86,26","92,97","92,97"
2025-07-09 00:00:00,"334,3596666666676","0,0","-16,864647179532728","108,7","97,01","97,01"
2025-07-09 00:15:00,"279,1056666666675","0,0","-17,614719310008667","103,87","107,42","107,42"
2025-07-09 00:30:00,"159,26333333333423","0,0","-18,21610842633905","90,1","96,96","96,96"
2025-07-09 00:45:00,"260,0256666666675","0,0","-18,66478276150626","90,2","99,6","99,6"
2025-07-09 01:00:00,"306,46200000000084","0,0","-18,95764941466524","102,6","73,8","73,8"
2025-07-09 01:15:00,"197,66866666666758","0,0","-19,09264932845552","94,8","65,26","65,26"
2025-07-09 01:30:00,"302,9523333333342","0,0","-19,068822945674967","87,3","79,33","79,33"
2025-07-09 01:45:00,"329,51200000000085","0,0","-18,88634135830032","81,25","70,17","70,17"
2025-07-09 02:00:00,"186,6463333333342","0,0","-18,546500805065136","94,5","81,57","81,57"
2025-07-09 02:15:00,"315,0200000000009","0,0","-18,051680719911143","89,2","98,54","98,54"
2025-07-09 02:30:00,"256,10500000000087","0,0","-17,40526871132624","88,7","107,87","107,87"
2025-07-09 02:45:00,"209,54233333333426","0,0","-16,61155814858848","86,3","106,93","106,93"
2025-07-09 03:00:00,"253,05166666666756","0,0","-15,675625173513536","93,0","83,22","83,22"
2025-07-09 03:15:00,"197,55466666666754","0,0","-14,603193672108786","88,5","84,04","84,04"
2025-07-09 03:30:00,"272,01466666666755","0,0","-13,400496018507935","87,4","84,9","84,9"
2025-07-09 03:45:00,"349,23433333333423","0,0","-12,074136156995513","85,1","76,26","76,26"
2025-07-09 04:00:00,"248,85033333333425","0,0","-10,630961739437284","84,5","76,29","76,29"
2025-07-09 04:15:00,"228,94233333333423","0,0","-9,077949327666044","88,57","71,04","71,04"
2025-07-09 04:30:00,"283,26766666666754","0,0","-7,422104712095597","92,66","82,14","82,14"
2025-07-09 04:45:00,"228,90600000000086","0,0","-5,670380854709575","95,07","84,89","84,89"
2025-07-09 05:00:00,"206,0223333333342","0,0","-3,829613156539654","80,6","54,83","54,83"
2025-07-09 05:15:00,"255,77066666666752","0,0","-1,90647055276098","85,09","41,45","41,45"
2025-07-09 05:30:00,"768,3173333333343","0,0","0,523186391967004","101,3","50,88","50,88"
2025-07-09 05:45:00,"4077,0170000000007","23,30833333333152","2,410445460093475","121,1","54,27","54,27"
2025-07-09 06:00:00,"566,9096666666672","77,71099999999818","4,4587382259958535","90,05","116,49","116,49"
2025-07-09 06:15:00,"217,53333333333393","178,72966666666488","6,60414952581853","104,9","111,52","111,52"
2025-07-09 06:30:00,"294,9446666666672","294,9693333333315","8,819524077055226","116,2","133,03","133,03"
2025-07-09 06:45:00,"319,0750000000009","301,67100000000005","11,090899031744277","126,08","131,86","131,86"
2025-07-09 07:00:00,"217,58633333333395","458,2236666666648","13,409134856072816","128,6","127,0","127,0"
2025-07-09 07:15:00,"1035,9423333333339","699,7246666666648","15,767131858717098","113,8","136,63","136,63"
2025-07-09 07:30:00,"474,45066666666725","979,9703333333316","18,158762921121795","110,09","150,41","150,41"
2025-07-09 07:45:00,"427,80866666666725","1446,6473333333313","20,578459936216166","105,01","133,96","133,96"
2025-07-09 08:00:00,"389,2263333333339","1813,864333333332","23,020678361768372","144,99","77,63","77,63"
2025-07-09 08:15:00,"407,5330000000006","1893,8193333333315","25,48015501729714","119,2","25,68","25,68"
2025-07-09 08:30:00,"374,0120000000006","2283,447666666665","27,951495834621102","98,06","45,13","45,13"
2025-07-09 08:45:00,"593,7543333333339","2607,9946666666647","30,429126502093915","78,1","46,39","46,39"
2025-07-09 09:00:00,"576,7233333333339","3296,9266666666645","32,90717329546248","128,8","93,72","93,72"
2025-07-09 09:15:00,"396,1480000000006","3666,512333333332","35,3793265168485","105,8","103,54","103,54"
2025-07-09 09:30:00,"532,8023333333339","4020,7989999999977","37,83869180930157","88,2","68,89","68,89"
2025-07-09 09:45:00,"521,2126666666674","4084,3333333333326","40,27760050779395","65,09","54,44","54,44"
2025-07-09 10:00:00,"369,3556666666673","3599,975333333332","42,68739227757702","109,4","111,13","111,13"
2025-07-09 10:15:00,"461,76533333333384","2887,003333333332","45,058147889475975","88,1","115,88","115,88"
2025-07-09 10:30:00,"407,9226666666673","3880,5189999999984","47,37838564063689","74,0","121,96","121,96"
2025-07-09 10:45:00,"369,01000000000056","3302,5519999999988","49,63482658520426","57,2","133,61","133,61"
2025-07-09 11:00:00,"415,6393333333339","4645,550666666666","51,811386512078286","97,4","140,44","140,44"
2025-07-09 11:15:00,"299,8363333333339","2609,913666666665","53,88961959530909","78,9","143,94","143,94"
2025-07-09 11:30:00,"446,2440000000006","2312,7069999999985","55,8476895454528","70,72","143,13","143,13"
2025-07-09 11:45:00,"474,41200000000066","2820,1473333333315","57,66018666052201","60,72","153,37","153,37"
2025-07-09 12:00:00,"516,4803333333339","3007,452333333332","59,29808358892011","94,92","106,09","106,09"
2025-07-09 12:15:00,"1196,1253333333339","4494,814666666665","60,729192524849125","66,17","111,91","111,91"
2025-07-09 12:30:00,"380,7286666666672","1592,6579999999983","61,91944140281916","56,2","111,6","111,6"
2025-07-09 12:45:00,"333,27933333333385","2845,480999999998","62,83516352394944","45,3","60,53","60,53"
2025-07-09 13:00:00,"1943,2746666666674","3468,8279999999986","63,446444809809655","68,5","149,79","149,79"
2025-07-09 13:15:00,"2141,3110000000006","2764,412999999998","63,73104159730024","57,3","113,2","113,2"
2025-07-09 13:30:00,"1606,4673333333337","2413,8959999999984","63,67790145833984","49,5","135,41","135,41"
2025-07-09 13:45:00,"884,9530000000007","2956,666999999998","63,28916970294369","31,2","52,09","52,09"
2025-07-09 14:00:00,"380,21566666666723","3058,379666666665","62,5795647774525","47,8","52,27","52,27"
2025-07-09 14:15:00,"462,2626666666672","2190,7589999999987","61,57418605820622","50,3","7,94","7,94"
2025-07-09 14:30:00,"497,8506666666673","3259,702999999998","60,30451851779352","53,5","48,35","48,35"
2025-07-09 14:45:00,"405,37066666666726","990,635666666665","58,8046614548669","45,9","37,62","37,62"
2025-07-09 15:00:00,"613,7320000000007","660,4643333333318","57,10828735777368","39,4","21,24","21,24"
2025-07-09 15:15:00,"1101,3490000000006","1178,3036666666649","55,24667302956831","47,8","7,91","7,91"
2025-07-09 15:30:00,"1436,5276666666673","1204,0879999999986","53,24773556921533","68,4","70,52","70,52"
2025-07-09 15:45:00,"454,507333333334","1095,4789999999985","51,13574254882383","70,2","131,12","131,12"
2025-07-09 16:00:00,"395,42700000000065","1255,8949999999984","48,93147433606704","36,6","85,97","85,97"
2025-07-09 16:15:00,"296,26333333333395","1846,8009999999983","46,65259644803816","63,1","48,16","48,16"
2025-07-09 16:30:00,"461,76533333333396","1195,1569999999983","44,314104082580535","76,0","41,21","41,21"
2025-07-09 16:45:00,"1028,3010000000006","1459,0233333333315","41,92888225690936","91,3","36,13","36,13"
2025-07-09 17:00:00,"1061,3616666666671","1850,6829999999984","39,50768311173971","47,3","61,48","61,48"
2025-07-09 17:15:00,"1362,139333333334","2421,246666666665","37,06008351748645","79,7","14,04","14,04"
2025-07-09 17:30:00,"1847,0613333333338","1280,525666666665","34,594407980887304","92,0","12,41","12,41"
2025-07-09 17:45:00,"1288,286333333334","527,7316666666651","32,118058891686154","109,98","6,01","6,01"
2025-07-09 18:00:00,"805,1596666666672","700,0929999999984","29,637726951566435","35,08","-10,77","-10,77"
2025-07-09 18:15:00,"3626,4013333333337","581,4679999999985","27,159569676067907","80,1","19,14","19,14"
2025-07-09 18:30:00,"1493,5726666666671","598,145666666665","24,689347091181705","114,0","42,54","42,54"
2025-07-09 18:45:00,"860,5993333333339","930,164666666665","22,23256220814677","158,8","67,06","67,06"
2025-07-09 19:00:00,"826,1933333333338","923,562666666665","19,794577215212836","85,08","76,07","76,07"
2025-07-09 19:15:00,"1037,5183333333339","761,4829999999984","17,380721827479118","90,05","77,32","77,32"
2025-07-09 19:30:00,"1001,6213333333337","667,3789999999983","14,99646358095936","124,77","23,61","23,61"
2025-07-09 19:45:00,"605,3180000000006","543,077666666665","12,647678031680115","174,9","88,7","88,7"
2025-07-09 20:00:00,"658,9346666666672","379,918666666665","10,34054233160574","129,2","90,67","90,67"
2025-07-09 20:15:00,"2081,7056666666676","217,45766666666503","8,08280688649045","140,2","116,6","116,6"
2025-07-09 20:30:00,"790,2700000000004","108,5489999999984","5,884786838411902","151,6","152,6","152,6"
2025-07-09 20:45:00,"768,3156666666671","15,52166666666506","3,7635380260534887","161,01","165,78","165,78"
