valid_time,aswdir_s,aswdifd_s,t_2m
2025-08-03 00:00:00,"0,0","0,0","284,2912902832031"
2025-08-03 00:15:00,"0,0","0,0","284,3212203979492"
2025-08-03 00:30:00,"0,0","0,0","284,3511505126953"
2025-08-03 00:45:00,"0,0","0,0","284,3810806274414"
2025-08-03 01:00:00,"0,0","0,0","284,4110107421875"
2025-08-03 01:15:00,"0,0","0,0","284,4297332763672"
2025-08-03 01:30:00,"0,0","0,0","284,4484558105469"
2025-08-03 01:45:00,"0,0","0,0","284,46717834472656"
2025-08-03 02:00:00,"0,0","0,0","284,48590087890625"
2025-08-03 02:15:00,"0,0","0,0","284,49493408203125"
2025-08-03 02:30:00,"0,0","0,0","284,50396728515625"
2025-08-03 02:45:00,"0,0","0,0","284,51300048828125"
2025-08-03 03:00:00,"0,0","0,0","284,52203369140625"
2025-08-03 03:15:00,"0,0","0,0","284,54480743408203"
2025-08-03 03:30:00,"0,0","0,0","284,5675811767578"
2025-08-03 03:45:00,"0,00390624992","0,265624992","284,5903549194336"
2025-08-03 04:00:00,"0,17663573908000002","6,528564408","284,6131286621094"
2025-08-03 04:15:00,"0,171020511","16,1013192","284,6595230102539"
2025-08-03 04:30:00,"0,028808588999999996","27,8701164","284,70591735839844"
2025-08-03 04:45:00,"0,547363311","33,71489500000001","284,75231170654297"
2025-08-03 05:00:00,"3,9018554699999997","56,83400929999999","284,7987060546875"
2025-08-03 05:15:00,"1,2290037700000003","68,7784747","284,8245391845703"
2025-08-03 05:30:00,"16,177735059999996","95,28697749999998","284,8503723144531"
2025-08-03 05:45:00,"11,701171300000002","93,31958650000001","284,87620544433594"
2025-08-03 06:00:00,"11,130859999999998","94,09860699999996","284,90203857421875"
2025-08-03 06:15:00,"4,900390000000002","60,10248500000006","284,9203872680664"
2025-08-03 06:30:00,"0,972657599999998","77,02478399999995","284,93873596191406"
2025-08-03 06:45:00,"4,292966000000007","66,10384799999997","284,9570846557617"
2025-08-03 07:00:00,"0,44336149999999463","97,94758500000012","284,9754333496094"
2025-08-03 07:15:00,"1,0410149000000004","99,0635729999999","285,0191345214844"
2025-08-03 07:30:00,"16,058592199999993","158,73728400000005","285,0628356933594"
2025-08-03 07:45:00,"36,09765940000001","177,3161540000001","285,1065368652344"
2025-08-03 08:00:00,"64,1171859","172,6076109999999","285,1502380371094"
2025-08-03 08:15:00,"120,92186650000002","228,74313699999993","285,17958068847656"
2025-08-03 08:30:00,"188,29298599999998","258,22886399999993","285,20892333984375"
2025-08-03 08:45:00,"79,44921","237,7292120000002","285,23826599121094"
2025-08-03 09:00:00,"100,15235299999995","225,03771599999982","285,2676086425781"
2025-08-03 09:15:00,"60,4882530000001","243,9637520000001","285,328857421875"
2025-08-03 09:30:00,"3,7734759999999596","53,4680199999998","285,3901062011719"
2025-08-03 09:45:00,"57,05466799999999","135,01604000000043","285,45135498046875"
2025-08-03 10:00:00,"105,10154200000011","255,4729199999997","285,5126037597656"
2025-08-03 10:15:00,"119,44535399999984","311,6999800000003","285,5255813598633"
2025-08-03 10:30:00,"102,26560400000005","327,20185999999967","285,53855895996094"
2025-08-03 10:45:00,"225,1875","355,3005999999996","285,5515365600586"
2025-08-03 11:00:00,"123,50779000000011","283,942500000001","285,56451416015625"
2025-08-03 11:15:00,"40,32035799999994","147,70405599999958","285,56773376464844"
2025-08-03 11:30:00,"12,023437999999942","104,82050900000013","285,5709533691406"
2025-08-03 11:45:00,"33,273414","234,18517499999962","285,5741729736328"
2025-08-03 12:00:00,"119,453125","351,54259999999977","285,577392578125"
2025-08-03 12:15:00,"136,68747500000018","348,0030600000009","285,5809783935547"
