valid_time,aswdir_s,aswdifd_s,t_2m
2025-07-10 18:00:00,"9,5","51,85547","286,4568176269531"
2025-07-10 18:15:00,"12,703125","39,67578","286,5074691772461"
2025-07-10 18:30:00,"6,8125","26,785312000000005","286,55812072753906"
2025-07-10 18:45:00,"0,5312501999999988","14,011718000000002","286,60877227783203"
2025-07-10 19:00:00,"0,17968730000000122","2,8456999999999937","286,659423828125"
2025-07-10 19:15:00,"0,0156247000000036","-0,005859999999984211","286,69075775146484"
2025-07-10 19:30:00,"-0,005858200000005809","0,009768999999977268","286,7220916748047"
2025-07-10 19:45:00,"-0,0019537999999990063","-0,005865000000000009","286,75342559814453"
2025-07-10 20:00:00,"-0,009765600000001484","0,007814000000024635","286,7847595214844"
2025-07-10 20:15:00,"0,0019524000000004094","-0,015628000000020847","286,78511810302734"
2025-07-10 20:30:00,"0,00781300000000229","0,013667999999995573","286,7854766845703"
2025-07-10 20:45:00,"0,0078122000000036","0,0019660000000101263","286,7858352661133"
2025-07-10 21:00:00,"-0,00976500000000513","-0,0019570000000044274","286,78619384765625"
2025-07-10 21:15:00,"-0,009765600000001484","-4,9999999873762135e-06","286,801513671875"
2025-07-10 21:30:00,"0,013671900000005621","-0,0038969999999949323","286,81683349609375"
2025-07-10 21:45:00,"-0,001954100000002512","-0,0019530000000145264","286,8321533203125"
2025-07-10 22:00:00,"-0,0009766000000013264","0,0019431000000054155","286,84747314453125"
2025-07-10 22:15:00,"-0,008788200000001467","0,005862900000010995","286,84766387939453"
2025-07-10 22:30:00,"-6,999999975221272e-07","-0,014647400000001198","286,8478546142578"
2025-07-10 22:45:00,"0,0019530999999979315","-0,0009766000000013264","286,8480453491211"
2025-07-10 23:00:00,"0,009765600000001484","0,006834599999962165","286,8482360839844"
2025-07-10 23:15:00,"-0,0019525999999991939","0,0068294000000150845","286,8634490966797"
2025-07-10 23:30:00,"0,003907399999999228","0,0019540000000120017","286,878662109375"
2025-07-10 23:45:00,"0,0039048000000043714","1,1999999998124622e-05","286,8938751220703"
2025-07-11 00:00:00,"-0,005859700000005574","-0,01074400000001674","286,9090881347656"
2025-07-11 00:15:00,"-0,0039052999999995563","0,008789600000028486","286,9391403198242"
2025-07-11 00:30:00,"0,009765300000001531","-0,011245599999995193","286,9691925048828"
2025-07-11 00:45:00,"-0,019532300000001612","0,01124359999997182","286,9992446899414"
2025-07-11 01:00:00,"0,013672199999998469","-0,008800600000000713","287,029296875"
2025-07-11 01:15:00,"8,000000022434506e-07","0,004891999999983909","287,0319519042969"
