valid_time,aswdir_s,aswdifd_s,t_2m
2025-10-12 03:00:00,"0,0","0,0","282,7623291015625"
2025-10-12 03:15:00,"0,0","0,0","282,7863540649414"
2025-10-12 03:30:00,"0,0","0,0","282,8103790283203"
2025-10-12 03:45:00,"0,0","0,0","282,8344039916992"
2025-10-12 04:00:00,"0,0","0,0","282,8584289550781"
2025-10-12 04:15:00,"0,0","0,0","282,89186096191406"
2025-10-12 04:30:00,"0,0","0,0","282,92529296875"
2025-10-12 04:45:00,"0,0","0,0","282,95872497558594"
2025-10-12 05:00:00,"0,0","0,0","282,9921569824219"
2025-10-12 05:15:00,"0,0","0,0","283,01253509521484"
2025-10-12 05:30:00,"0,0295410159","2,98632818","283,0329132080078"
2025-10-12 05:45:00,"0,2751464841","13,317383020000001","283,0532913208007"
2025-10-12 06:00:00,"0,72363278","22,893065899999996","283,0736694335937"
2025-10-12 06:15:00,"5,383788920000001","37,7143551","283,0781860351562"
2025-10-12 06:30:00,"5,702148800000001","48,83838279999999","283,0827026367187"
2025-10-12 06:45:00,"9,057617199999997","60,679837000000006","283,0872192382812"
2025-10-12 07:00:00,"14,421874800000001","78,66040300000003","283,0917358398437"
2025-10-12 07:15:00,"18,300780800000005","98,31570099999993","283,12614440917963"
2025-10-12 07:30:00,"19,990235299999988","91,83912300000003","283,1605529785156"
2025-10-12 07:45:00,"12,677733900000007","95,85486099999997","283,19496154785156"
2025-10-12 08:00:00,"12,0390625","132,29368999999997","283,2293701171875"
2025-10-12 08:15:00,"23,17187390000001","140,04086600000005","283,2781295776367"
2025-10-12 08:30:00,"63,035151600000006","151,35315400000002","283,32688903808594"
2025-10-12 08:45:00,"53,878911999999985","173,4710100000001","283,37564849853516"
2025-10-12 09:00:00,"58,7734375","169,80484","283,4244079589844"
2025-10-12 09:15:00,"120,36717450000003","181,6604199999997","283,4356002807617"
2025-10-12 09:30:00,"112,67971399999999","200,25371200000018","283,44679260253906"
2025-10-12 09:45:00,"99,82030599999996","223,56252799999993","283,45798492431635"
