valid_time,aswdir_s,aswdifd_s,t_2m
2025-07-19 21:00:00,"0,0","0,0","287,2862854003906"
2025-07-19 21:15:00,"0,0","0,0","287,53672790527344"
2025-07-19 21:30:00,"0,0","0,0","287,78717041015625"
2025-07-19 21:45:00,"0,0","0,0","288,03761291503906"
2025-07-19 22:00:00,"0,0","0,0","288,2880554199219"
2025-07-19 22:15:00,"0,0","0,0","288,3275146484375"
2025-07-19 22:30:00,"0,0","0,0","288,3669738769531"
2025-07-19 22:45:00,"0,0","0,0","288,40643310546875"
2025-07-19 23:00:00,"0,0","0,0","288,4458923339844"
2025-07-19 23:15:00,"0,0","0,0","288,60033416748047"
2025-07-19 23:30:00,"0,0","0,0","288,75477600097656"
2025-07-19 23:45:00,"0,0","0,0","288,90921783447266"
2025-07-20 00:00:00,"0,0","0,0","289,06365966796875"
2025-07-20 00:15:00,"0,0","0,0","289,1088104248047"
2025-07-20 00:30:00,"0,0","0,0","289,1539611816406"
2025-07-20 00:45:00,"0,0","0,0","289,19911193847656"
2025-07-20 01:00:00,"0,0","0,0","289,2442626953125"
2025-07-20 01:15:00,"0,0","0,0","289,30274963378906"
2025-07-20 01:30:00,"0,0","0,0","289,3612365722656"
2025-07-20 01:45:00,"0,0","0,0","289,4197235107422"
2025-07-20 02:00:00,"0,0","0,0","289,47821044921875"
2025-07-20 02:15:00,"0,0","0,0","289,4925537109375"
2025-07-20 02:30:00,"0,0","0,0","289,50689697265625"
2025-07-20 02:45:00,"0,0","0,0","289,52124023437494"
2025-07-20 03:00:00,"0,0","0,0","289,5355834960937"
2025-07-20 03:15:00,"0,0","0,0","289,61113739013666"
2025-07-20 03:30:00,"0,1516113288","1,077758784","289,6866912841797"
2025-07-20 03:45:00,"1,5368652232","11,931030016","289,76224517822266"
2025-07-20 04:00:00,"5,469482378","25,874999900000006","289,8377990722656"
2025-07-20 04:15:00,"15,825440069999999","39,463380300000004","289,88887786865234"
2025-07-20 04:30:00,"32,5456548","52,13737999999998","289,93995666503906"
2025-07-20 04:45:00,"54,8303222","62,688334200000014","289,9910354614258"
2025-07-20 05:00:00,"72,67138510000001","73,8375418","290,0421142578125"
2025-07-20 05:15:00,"110,94969489999994","75,37566099999998","290,07201385498047"
2025-07-20 05:30:00,"41,356469000000004","110,43943400000006","290,10191345214844"
2025-07-20 05:45:00,"156,60447900000008","97,87810799999994","290,1318130493164"
2025-07-20 06:00:00,"172,396482","114,633332","290,1617126464844"
2025-07-20 06:15:00,"214,67188199999998","119,64481","290,1950149536133"
2025-07-20 06:30:00,"244,2206910000001","129,845052","290,2283172607422"
2025-07-20 06:45:00,"228,2539409999997","153,47029799999996","290,2616195678711"
2025-07-20 07:00:00,"256,8046420000003","168,99132699999996","290,294921875"
2025-07-20 07:15:00,"334,94931799999995","149,64256700000033","290,2992858886719"
2025-07-20 07:30:00,"375,48632999999995","146,98777599999994","290,30364990234375"
2025-07-20 07:45:00,"448,9784460000001","130,49974599999996","290,3080139160156"
2025-07-20 08:00:00,"400,05071399999997","181,7030890000001","290,3123779296875"
