valid_time,aswdir_s,aswdifd_s,t_2m,mittelwertleistung [w],source_file,solar_elevation_deg,pv_power_W
2025-07-25 23:00:00,0.0,0.0,286.7574768066406,"0,0",forecast_2025072521.csv,"-15,041050024386573",0.0
2025-07-25 23:15:00,0.0,0.0,286.77620697021484,"0,0",forecast_2025072521.csv,"-16,38483343153042",0.0
2025-07-25 23:30:00,0.0,0.0,286.79493713378906,"0,0303333333347211",forecast_2025072521.csv,"-17,60110855338367",0.0
2025-07-25 23:45:00,0.0,0.0,286.8136672973633,"0,0",forecast_2025072521.csv,"-18,682679011149123",0.0
2025-07-26 00:00:00,0.0,0.0,286.8323974609375,"0,0",forecast_2025072521.csv,"-19,622752574697348",0.0
2025-07-26 00:15:00,0.0,0.0,286.9216995239258,"0,0",forecast_2025072521.csv,"-20,41510113499263",0.0
2025-07-26 00:30:00,0.0,0.0,287.01100158691406,"0,0",forecast_2025072521.csv,"-21,054224631451405",0.0
2025-07-26 00:45:00,0.0,0.0,287.10030364990234,"0,0",forecast_2025072521.csv,"-21,53551008632756",0.0
2025-07-26 01:00:00,0.0,0.0,287.1896057128906,"0,0",forecast_2025072521.csv,"-21,855375015115886",0.0
2025-07-26 01:15:00,0.0,0.0,287.2014389038086,"0,0",forecast_2025072521.csv,"-22,011385523842282",0.0
2025-07-26 01:30:00,0.0,0.0,287.21327209472656,"0,0",forecast_2025072521.csv,"-22,00233999806956",0.0
2025-07-26 01:45:00,0.0,0.0,287.22510528564453,"0,0606666666680544",forecast_2025072521.csv,"-21,828311346148556",0.0
2025-07-26 02:00:00,0.0,0.0,287.2369384765625,"0,0303333333347211",forecast_2025072521.csv,"-21,490644548738032",0.0
2025-07-26 02:15:00,0.0,0.0,287.42039489746094,"0,0303333333347211",forecast_2025072521.csv,"-20,991909492564204",0.0
2025-07-26 02:30:00,0.0,0.0,287.6038513183594,"0,0303333333347211",forecast_2025072521.csv,"-20,335813167216987",0.0
2025-07-26 02:45:00,0.0,0.0,287.7873077392578,"0,0",forecast_2025072521.csv,"-19,527078403755024",0.0
2025-07-26 03:00:00,0.0,0.0,287.97076416015625,"0,0",forecast_2025072521.csv,"-18,571297977948944",0.0
2025-07-26 03:15:00,0.0,0.0,288.0688934326172,"0,0",forecast_2025072521.csv,"-17,474774823893412",0.0
2025-07-26 03:30:00,0.0,0.0,288.1670227050781,"0,0303333333347211",forecast_2025072521.csv,"-16,244358258554225",0.0
2025-07-26 03:45:00,0.0,0.0,288.26515197753906,"0,0",forecast_2025072521.csv,"-14,887284486067186",0.0
2025-07-26 04:00:00,0.0,0.0,288.36328125,"0,0",forecast_2025072521.csv,"-13,411029343993931",0.0
2025-07-26 04:15:00,0.0,0.0,288.37107849121094,"0,0",forecast_2025072521.csv,"-11,823177986250606",0.0
2025-07-26 04:30:00,0.0,0.0,288.3788757324219,"0,0",forecast_2025072521.csv,"-10,131313751110588",0.0
2025-07-26 04:45:00,0.0,0.0,288.3866729736328,"0,0",forecast_2025072521.csv,"-8,342928585784621",0.0
2025-07-26 05:00:00,0.0,0.0,288.3944702148437,"0,0",forecast_2025072521.csv,"-6,465354297346317",0.0
2025-07-26 05:15:00,0.0,0.0,288.44319152832026,"0,0",forecast_2025072521.csv,"-4,505712552584373",0.0
2025-07-26 05:30:00,0.0,0.0,288.4919128417969,"0,0303333333347211",forecast_2025072521.csv,"-2,470883208504313",0.0
2025-07-26 05:45:00,0.11108398,4.9799806,288.54063415527344,"0,0",forecast_2025072521.csv,"0,13591209949117689",0.0
2025-07-26 06:00:00,0.154418937,16.9045417,288.58935546875,"8,60933333333472",forecast_2025072521.csv,"2,0740110799725615",20.580797432672178
2025-07-26 06:15:00,0.276489263,33.0471187,288.5948257446289,"27,34233333333472",forecast_2025072521.csv,"4,195801737256753",118.8283871895398
2025-07-26 06:30:00,0.1013183629999999,45.76538000000001,288.6002960205078,"31,27400000000104",forecast_2025072521.csv,"6,417327970720857",198.32980725585375
2025-07-26 06:45:00,0.1535644649999999,51.4904478,288.6057662963867,"64,12700000000139",forecast_2025072521.csv,"8,70442363159531",236.05809919415518
2025-07-26 07:00:00,0.282714844,70.313467,288.6112365722656,"116,80866666666806",forecast_2025072521.csv,"11,041001929785002",362.59340733109474
2025-07-26 07:15:00,0.2485351479999999,65.75007819999999,288.6175079345703,"187,67966666666808",forecast_2025072521.csv,"13,417110256282635",331.38495369427216
2025-07-26 07:30:00,0.4663085499999999,54.382570999999984,288.623779296875,"272,48366666666806",forecast_2025072521.csv,"15,825221403055686",257.0395614828196
2025-07-26 07:45:00,1.26416029,59.83935900000006,288.6300506591797,"370,6840000000014",forecast_2025072521.csv,"18,258883922564575",298.602472874494
2025-07-26 08:00:00,0.0126951299999999,37.71968199999998,288.6363220214844,"598,313666666668",forecast_2025072521.csv,"20,71213761834016",145.6835141363133
2025-07-26 08:15:00,0.0830078100000002,29.44640999999996,288.64310455322266,"674,6886666666679",forecast_2025072521.csv,"23,179209191768038",94.31706679920693
2025-07-26 08:30:00,-1.47851553,54.11372599999999,288.64988708496094,"800,4976666666681",forecast_2025072521.csv,"25,65431754767054",251.71799458865212
2025-07-26 08:45:00,0.98046875,87.60395800000003,288.6566696166992,"651,1306666666682",forecast_2025072521.csv,"28,131521768765293",483.76712322527135
2025-07-26 09:00:00,0.947265625,70.81325200000003,288.6634521484375,"327,68133333333475",forecast_2025072521.csv,"30,60458298584526",368.90282012414025
2025-07-26 09:15:00,-1.470703125,61.644946,288.66748809814453,"358,9706666666681",forecast_2025072521.csv,"33,066821855024884",301.54059342055245
2025-07-26 09:30:00,-1.62890625,85.91050200000006,288.6715240478516,"313,8560000000014",forecast_2025072521.csv,"35,51096138430839",465.8980747904118
2025-07-26 09:45:00,0.95703125,111.64819999999986,288.6755599975586,"365,6026666666681",forecast_2025072521.csv,"37,92895102841126",649.902320380175
2025-07-26 10:00:00,2.23046875,194.17100500000004,288.6795959472656,"452,0176666666681",forecast_2025072521.csv,"40,31176143520442",1239.7319609950164
2025-07-26 10:15:00,-1.89453125,181.929553,288.69100189208984,"696,5283333333347",forecast_2025072521.csv,"42,649147151358704",1138.9820995988525
2025-07-26 10:30:00,0.0390625,205.32051100000007,288.70240783691406,"663,029666666668",forecast_2025072521.csv,"44,92937811349239",1304.5867738078166
2025-07-26 10:45:00,4.3515625,165.2313909999998,288.7138137817383,"878,815666666668",forecast_2025072521.csv,"47,13893612526363",1046.6091056707241
2025-07-26 11:00:00,10.84765625,199.522716,288.7252197265625,"824,3840000000021",forecast_2025072521.csv,"49,26219378687098",1327.7089561920852
2025-07-26 11:15:00,1.91015625,222.2345540000004,288.7414016723633,"581,1780000000014",forecast_2025072521.csv,"51,28110085357284",1434.1744599186707
2025-07-26 11:30:00,1.7734375,233.607133,288.75758361816406,"487,76833333333474",forecast_2025072521.csv,"53,17492860324582",1513.0543765182042
2025-07-26 11:45:00,3.25,188.8108769999999,288.77376556396484,"666,5660000000014",forecast_2025072521.csv,"54,920155832314016",1204.6459299526682
2025-07-26 12:00:00,6.2578125,124.39289999999984,288.7899475097656,"698,350666666668",forecast_2025072521.csv,"56,49062569586753",767.6243795149167
2025-07-26 12:15:00,-0.90625,204.15536999999995,288.8121566772461,"918,8620000000012",forecast_2025072521.csv,"57,85813362642841",1293.012711625658
2025-07-26 12:30:00,7.41796875,246.2861700000003,288.83436584472656,"1086,4623333333348",forecast_2025072521.csv,"58,993617057839174",1631.1232122113443
