timestamp,site,aswdir_s_Wm2,dni_Wm2,cos_zenith,zenith_deg,transposed_irradiance_Wm2,iam,poa_global_Wm2,pdc_W,ac_W
2025-08-26 17:00:00,site1,290.78879999999845,1609.8818793837406,0.18062741355366504,79.59369300586364,2083.5380639993336,0.9907166847849161,2096.142825466493,3677.666119066438,3430.0
2025-08-26 17:15:00,site1,244.2080000000024,1764.7052585367421,0.1383845822517097,82.04562024425499,2411.567752883816,0.9885694243209205,2427.985958953016,3936.6422506628687,3430.0
2025-08-26 17:30:00,site1,196.0869999999959,2034.121205228554,0.09639887706591385,84.46816086740897,3110.6194022486097,0.9860206054165317,3132.8420124683676,4129.319834643158,3430.0
2025-08-26 17:45:00,site1,149.00740000000224,2698.5869172938933,0.05521682442210342,86.83469916444763,5446.3809174015505,0.9830230788597301,5480.582024667377,2997.6687628666764,2941.7891993394865
2025-08-26 18:00:00,site1,90.01724000000104,5157.869794259265,0.0174524064372836,89.07256111775013,24245.400036425708,0.9795748674294079,24320.195901541047,0.00023999776728277886,0.0
2025-08-26 18:15:00,site1,58.598879999997735,0.0,0.0174524064372836,91.86560206426452,108.90601483284078,0.9746843199638626,108.90601483284078,226.50396459083785,205.8235353068701
2025-08-26 18:30:00,site1,50.6673600000031,0.0,0.0174524064372836,94.21541422193158,93.06419906284106,0.9693484603680137,93.06419906284106,192.3902336317739,171.69267505952138
2025-08-26 18:45:00,site1,70.40791999999783,0.0,0.0174524064372836,96.52170534467945,63.020530346978184,0.9628491890170497,63.020530346978184,128.2136734656437,107.45419981761816
2025-08-26 19:00:00,site1,34.67814999999973,0.0,0.0174524064372836,98.77780250829409,56.02876715193907,0.9548292940463164,56.02876715193907,113.41231292589377,92.63305726755911
2025-08-26 17:00:00,site2,290.78879999999845,1609.8818793837406,0.18062741355366504,79.59369300586364,17.31096425362884,0.0,17.31096425362884,41.45744775178354,20.55264173501252
2025-08-26 17:15:00,site2,244.2080000000024,1764.7052585367421,0.1383845822517097,82.04562024425499,15.282341963203839,0.0,15.282341963203839,36.37067202156089,15.455145762710995
2025-08-26 17:30:00,site2,196.0869999999959,2034.121205228554,0.09639887706591385,84.46816086740897,13.221040529942007,0.0,13.221040529942007,31.234272758823337,10.307674519026667
2025-08-26 17:45:00,site2,149.00740000000224,2698.5869172938933,0.05521682442210342,86.83469916444763,11.3791096405321,0.0,11.3791096405321,26.676318795628994,5.739687487694111
2025-08-26 18:00:00,site2,90.01724000000104,5157.869794259265,0.0174524064372836,89.07256111775013,9.143735751342218,0.0,9.143735751342218,21.193293058674648,0.24433325845644221
2025-08-26 18:15:00,site2,58.598879999997735,0.0,0.0174524064372836,91.86560206426452,108.90601483284078,0.0,108.90601483284078,283.1299557385473,262.45377475756806
2025-08-26 18:30:00,site2,50.6673600000031,0.0,0.0174524064372836,94.21541422193158,93.06419906284106,0.0,93.06419906284106,240.48779203971736,219.81121858020686
2025-08-26 18:45:00,site2,70.40791999999783,0.0,0.0174524064372836,96.52170534467945,63.020530346978184,0.0,63.020530346978184,160.26709183205463,139.543388536633
2025-08-26 19:00:00,site2,34.67814999999973,0.0,0.0174524064372836,98.77780250829409,56.02876715193907,0.0,56.02876715193907,141.76539115736722,121.02222084253218
2025-08-26 17:00:00,site3,290.78879999999845,1609.8818793837406,0.18062741355366504,79.59369300586364,315.1185976484288,0.7277851067973766,383.1219446553752,506.48239728333436,485.5286349834877
2025-08-26 17:15:00,site3,244.2080000000024,1764.7052585367421,0.1383845822517097,82.04562024425499,235.6159800036111,0.5778881646362168,314.5065012487609,376.4433076314933,355.7082721056264
2025-08-26 17:30:00,site3,196.0869999999959,2034.121205228554,0.09639887706591385,84.46816086740897,131.89508180443286,0.1719704081289226,227.80942039707872,207.00531398101725,186.31643531053518
2025-08-26 17:45:00,site3,149.00740000000224,2698.5869172938933,0.05521682442210342,86.83469916444763,41.4369534914132,0.0,65.35390872428398,62.04714213413143,41.18323996230795
2025-08-26 18:00:00,site3,90.01724000000104,5157.869794259265,0.0174524064372836,89.07256111775013,0.3402386634186082,0.0,0.3402386634186082,0.39089242320999035,0.0
2025-08-26 18:15:00,site3,58.598879999997735,0.0,0.0174524064372836,91.86560206426452,121.09477717883297,0.0,121.09477717883297,189.63194561488805,168.93252333810437
2025-08-26 18:30:00,site3,50.6673600000031,0.0,0.0174524064372836,94.21541422193158,103.45301185569792,0.0,103.45301185569792,161.05824077452144,140.33529806269314
2025-08-26 18:45:00,site3,70.40791999999783,0.0,0.0174524064372836,96.52170534467945,68.41455505424774,0.0,68.41455505424774,104.75440045637143,83.96261750045326
2025-08-26 19:00:00,site3,34.67814999999973,0.0,0.0174524064372836,98.77780250829409,62.09353412282839,0.0,62.09353412282839,94.68542686463998,73.87818739228415
